rosbagTimestamp,right_elbow_x,right_elbow_y,right_elbow_z
1525775135,2.96599133507,0.0107445925858,-0.553659393234
1525775135,2.97258214831,0.0131257546431,-0.553203667931
1525775135,2.97548326402,0.0145575461147,-0.553769352416
1525775135,2.97684019371,0.0147634799014,-0.554626168924
1525775135,2.98303134101,0.0173133998367,-0.556108125259
1525775135,2.97851206878,0.0141670400053,-0.555204422135
1525775135,2.97264831782,0.0123121648364,-0.552003655967
1525775135,2.97084364506,0.0103292289778,-0.549971972092
1525775136,2.96754752431,0.00580193415556,-0.548556554711
1525775136,2.96795599371,-0.00322236038941,-0.551555152403
1525775136,2.94788400131,-0.0119554260518,-0.552371423889
1525775136,2.92453663249,-0.0267448632749,-0.555376526118
1525775136,2.90100175406,-0.0402122596752,-0.559672643282
1525775136,2.90361823069,-0.0416525119052,-0.555246871643
1525775136,2.83512811336,-0.073825592158,-0.555554237252
1525775136,2.78045456078,-0.0870568415692,-0.560237386034
1525775136,2.74082301406,-0.109570384361,-0.570476986553
1525775136,2.66934459987,-0.137690695439,-0.570982583373
1525775137,2.59568672731,-0.161950563778,-0.571713269843
1525775137,2.50980888945,-0.181784817824,-0.566549868458
1525775137,2.48595857209,-0.187132988927,-0.565244483
1525775137,2.40679366579,-0.210572885429,-0.552541555491
1525775137,2.37968070183,-0.225424517003,-0.547477979337
1525775137,2.35331453272,-0.234092674154,-0.544757301434
1525775137,2.33811289388,-0.246207537122,-0.551069623525
1525775137,2.31666640335,-0.257675633477,-0.550919642404
1525775137,2.31080900456,-0.26340591012,-0.550367618935
1525775137,2.30724577347,-0.267198373159,-0.553797659557
1525775138,2.30403483065,-0.268500570012,-0.556545572568
1525775138,2.30079777686,-0.266217195672,-0.552424833138
1525775138,2.29925895483,-0.265442024323,-0.552648216158
1525775138,2.29846819644,-0.269411570684,-0.553052754269
1525775138,2.29977728747,-0.270629461384,-0.551821924116
1525775138,2.30075726714,-0.271049135518,-0.552457425763
1525775138,2.29009762081,-0.278052470572,-0.553570301647
1525775138,2.29369258535,-0.277111234222,-0.554306642977
1525775138,2.29268306332,-0.278297273087,-0.555640867784
1525775138,2.29033369751,-0.277047953103,-0.554548329858
1525775139,2.29210151686,-0.278148563065,-0.556443111742
1525775139,2.28560155838,-0.287526394558,-0.554516207983
1525775139,2.28403930428,-0.289987490384,-0.556500455174
1525775139,2.28515525643,-0.288528288287,-0.559027619918
1525775139,2.27021696528,-0.290252250629,-0.576740760848
1525775139,2.281180096,-0.291058545808,-0.578647966645
1525775139,2.30984732308,-0.285486815752,-0.575593445481
1525775139,2.35073328101,-0.270922822796,-0.56876022164
1525775139,2.39045415189,-0.251302544447,-0.569937735707
1525775139,2.45686591669,-0.219784096767,-0.565760733558
1525775140,2.50086998898,-0.201864562572,-0.569104645194
1525775140,2.5269026599,-0.192035579009,-0.571232975681
1525775140,2.67320954024,-0.127557029509,-0.574425834874
1525775140,2.72182763491,-0.101848530307,-0.567608874787
1525775140,2.75727459924,-0.0755578727588,-0.556876827257
1525775140,2.78083673702,-0.049930859788,-0.563396689196
1525775140,2.78852884078,-0.0316898971612,-0.554660511396
1525775140,2.78128663426,-0.0238254141808,-0.551972862724
1525775140,2.7836310345,-0.00390737888346,-0.554428071531
1525775140,2.78959941546,0.0631933293518,-0.521330132029
1525775141,2.77226335801,0.0814624230827,-0.535717214347
1525775141,2.76395713223,0.107075696711,-0.53009755493
1525775141,2.75723494292,0.10405726229,-0.538925533168
1525775141,2.78340766708,0.14677960269,-0.530887787509
1525775141,2.78837505263,0.0770596731212,-0.5732765997
1525775141,2.78597308583,0.0294908109196,-0.5846880899
1525775141,2.78775827499,0.0171112779872,-0.588107530051
1525775141,2.78775827499,0.0171112779872,-0.588107530051
