rosbagTimestamp,left_hand_x,left_hand_y,left_hand_z
1525775135,2.77987649132,0.232816851683,-0.756964922979
1525775135,2.78091996229,0.230181113328,-0.755805502984
1525775135,2.78598907133,0.231242457022,-0.75005027258
1525775135,2.77910525152,0.227856628513,-0.761806900126
1525775135,2.78350858743,0.227037156162,-0.758381074016
1525775135,2.78712356715,0.231198866828,-0.757080306044
1525775135,2.78114871237,0.23063120267,-0.757993003824
1525775135,2.77509841451,0.227037674586,-0.762917053865
1525775136,2.776182174,0.225655873147,-0.759056218003
1525775136,2.76603791642,0.20875405671,-0.767919584061
1525775136,2.75520854999,0.209534427698,-0.772781421724
1525775136,2.74640756586,0.204235323105,-0.766847856681
1525775136,2.73244493228,0.197531673795,-0.77003799094
1525775136,2.70845840338,0.178143356317,-0.777620544434
1525775136,2.66715126439,0.169619751829,-0.788888703251
1525775136,2.60823403782,0.15467225453,-0.801180234883
1525775136,2.55858836264,0.12453977847,-0.810411253696
1525775136,2.22731753541,-0.0633347064847,-0.619987490479
1525775137,2.10528922684,-0.140139788814,-0.494200115973
1525775137,1.99168574148,-0.206322396045,-0.419212363478
1525775137,1.95765725043,-0.222312953778,-0.415219379597
1525775137,1.80846588032,-0.309305796101,-0.425906484173
1525775137,1.76096048668,-0.35733404677,-0.446840544295
1525775137,1.73498542222,-0.390313207123,-0.470780237701
1525775137,1.7196281363,-0.413451264022,-0.490138854386
1525775137,1.70736736337,-0.42219789109,-0.507256515649
1525775137,1.7021409558,-0.400062839487,-0.50940822985
1525775137,1.69731843195,-0.397967917015,-0.511148019265
1525775138,1.69851425398,-0.4109571094,-0.5183503552
1525775138,1.7002815604,-0.399041239871,-0.513938191282
1525775138,1.70234186093,-0.401264895634,-0.516764065549
1525775138,1.70066229694,-0.403463540719,-0.518568929985
1525775138,1.69894392103,-0.407538315097,-0.520500991544
1525775138,1.70084260555,-0.408192910174,-0.520370871565
1525775138,1.70014521732,-0.411314769425,-0.523637897812
1525775138,1.70027949174,-0.412971476695,-0.526090473989
1525775138,1.70163655195,-0.412940130158,-0.52482149704
1525775138,1.70173287737,-0.414506444501,-0.523135645343
1525775139,1.70248007624,-0.415841524765,-0.522705228166
1525775139,1.70261020469,-0.412964327021,-0.519421048956
1525775139,1.69997023639,-0.413482860888,-0.507321429884
1525775139,1.70725487139,-0.406390762597,-0.47597206089
1525775139,1.74582971643,-0.363865932183,-0.429108951851
1525775139,1.81724646791,-0.304669960625,-0.501908835763
1525775139,1.98103878438,-0.138995622409,-0.746440870515
1525775139,2.09269488508,0.036818306252,-0.81066851454
1525775139,2.18653589345,0.127105062235,-0.802117345567
1525775139,2.23817232977,0.144527508376,-0.795118084555
1525775140,2.25369261646,0.139344826128,-0.794035377892
1525775140,2.25877783665,0.129578639973,-0.799686763758
1525775140,2.33692472572,0.0888347940264,-0.796721352565
1525775140,2.3758892713,0.0731948843557,-0.760605773033
1525775140,2.41589366025,0.0310961085702,-0.737758690973
1525775140,2.48894470092,-0.0528090796419,-0.68457213069
1525775140,2.56140717212,-0.101324819942,-0.51494849549
1525775140,2.617393093,-0.0785591647706,-0.337190644496
1525775140,2.62429741334,-0.0479630548146,-0.233741817318
1525775140,2.6039039446,-0.02743180343,-0.189809918678
1525775141,2.58815536544,-0.0152401345931,-0.189597580557
1525775141,2.58304886541,-0.00505248550354,-0.194306927645
1525775141,2.57486430609,-0.00602216583566,-0.192283536375
1525775141,2.55226912867,-0.0204277664106,-0.196502249155
1525775141,2.5465422539,-0.0558525845049,-0.184007782317
1525775141,2.58021698027,-0.077443815181,-0.226920732549
1525775141,2.58710894493,-0.0819871477146,-0.265545513725
1525775141,2.58710894493,-0.0819871477146,-0.265545513725
