rosbagTimestamp,right_shoulder_x,right_shoulder_y,right_shoulder_z
1525775135,2.96598844765,0.0107485770265,-0.276286621004
1525775135,2.97258121403,0.013127408311,-0.275830865192
1525775135,2.9754833063,0.014558025813,-0.27639654968
1525775135,2.97684072428,0.0147632481605,-0.277253427224
1525775135,2.98303211572,0.0173128371717,-0.27873538356
1525775135,2.97851284349,0.0141663457332,-0.277831619402
1525775135,2.97264933667,0.0123114371867,-0.274630883752
1525775135,2.97084466391,0.010328501328,-0.27259916936
1525775136,2.96754854316,0.0058012065058,-0.271183813014
1525775136,2.96795701256,-0.00322308780075,-0.274182380188
1525775136,2.94788502016,-0.0119561537016,-0.274998621157
1525775136,2.92453765134,-0.026745589971,-0.278003753903
1525775136,2.90100277291,-0.0402129882787,-0.28229984055
1525775136,2.90361924954,-0.0416532405086,-0.277874129946
1525775136,2.83512913221,-0.0738263169467,-0.278181434519
1525775136,2.78045557963,-0.087057566358,-0.282864583302
1525775136,2.74082403291,-0.10957110915,-0.29310418382
1525775136,2.66934561872,-0.137691427857,-0.29360978064
1525775137,2.59568774616,-0.161951296196,-0.29434046711
1525775137,2.5098099083,-0.181785550242,-0.289177065726
1525775137,2.48595959094,-0.187133721345,-0.287871741302
1525775137,2.40679468464,-0.210573617847,-0.275168813794
1525775137,2.37968172068,-0.225425249421,-0.270105207122
1525775137,2.35331555157,-0.234093406572,-0.267384498702
1525775137,2.33811391273,-0.24620826954,-0.273696820792
1525775137,2.3166674222,-0.257676365895,-0.273546839671
1525775137,2.31081002341,-0.263406642538,-0.272994877238
1525775137,2.30724679231,-0.267199105578,-0.276424856825
1525775138,2.3040358495,-0.268501302431,-0.279172800353
1525775138,2.30079879571,-0.26621792809,-0.275052091441
1525775138,2.29925997368,-0.265442756741,-0.27527547446
1525775138,2.29846921529,-0.269412303103,-0.275679951536
1525775138,2.29977830632,-0.270630193802,-0.274449182419
1525775138,2.30075828599,-0.271049867937,-0.275084684065
1525775138,2.29009863966,-0.27805320299,-0.276197498914
1525775138,2.2936936042,-0.277111966641,-0.276933840244
1525775138,2.29268408217,-0.278298005505,-0.278268126087
1525775138,2.29033471636,-0.277048685521,-0.27717558816
1525775139,2.29210253571,-0.278149295483,-0.279070309009
1525775139,2.28560257723,-0.287527126976,-0.277143466286
1525775139,2.28404032313,-0.289988222802,-0.279127713477
1525775139,2.28515627528,-0.288529020705,-0.281654847703
1525775139,2.27021798413,-0.290252983047,-0.299367958115
1525775139,2.28118111485,-0.291059278227,-0.30127519443
1525775139,2.30984834193,-0.28548754817,-0.298220703783
1525775139,2.35073429986,-0.270923555214,-0.291387418907
1525775139,2.39045517074,-0.251303276865,-0.292564963492
1525775139,2.45686693554,-0.219784829185,-0.28838799186
1525775140,2.50087100783,-0.20186529499,-0.291731872979
1525775140,2.52690367875,-0.192036311428,-0.293860203466
1525775140,2.67321055909,-0.127557754298,-0.297053032142
1525775140,2.72182865376,-0.101849255095,-0.290236072054
1525775140,2.75727561809,-0.0755585975476,-0.279504024524
1525775140,2.78083775587,-0.0499315883914,-0.286023886464
1525775140,2.78852985963,-0.0316906238573,-0.277287769699
1525775140,2.78128765311,-0.0238261408769,-0.274600090509
1525775140,2.78363205335,-0.0039081062948,-0.277055329834
1525775140,2.78960043431,0.0631926007484,-0.243957344555
1525775141,2.77226437686,0.081461698294,-0.258344472649
1525775141,2.76395815108,0.107074971922,-0.252724813233
1525775141,2.75723596177,0.104056537501,-0.261552791471
1525775141,2.78340868593,0.146778870272,-0.253515000036
1525775141,2.78837607147,0.0770589483324,-0.295903858003
1525775141,2.78597410468,0.0294900842235,-0.307315348203
1525775141,2.78775929384,0.0171105512911,-0.310734757836
1525775141,2.78775929384,0.0171105512911,-0.310734757836
