rosbagTimestamp,left_knee_x,left_knee_y,left_knee_z
1525775135,2.64273561981,0.217454806188,-1.03883124052
1525775135,2.63358378974,0.213497710804,-1.0358756405
1525775135,2.65391023067,0.209818891424,-1.03277232161
1525775135,2.6580029623,0.207010862024,-1.04696032492
1525775135,2.64627175024,0.215288635706,-1.04164619492
1525775135,2.6498364526,0.215132780269,-1.04041561719
1525775135,2.66215506503,0.209353025103,-1.04376954428
1525775135,2.64784374201,0.21757581189,-1.04744917921
1525775136,2.64840748943,0.214390892696,-1.04336141272
1525775136,2.62944603417,0.215687896411,-1.05008802765
1525775136,2.63275949376,0.214085171155,-1.0563117947
1525775136,2.61350966071,0.179684267317,-1.04526375036
1525775136,2.62375974568,0.211430093542,-1.05685070207
1525775136,2.56903929104,0.151336447718,-1.04929654599
1525775136,2.51513586565,0.115384566675,-1.04738826694
1525775136,2.45993970043,0.0781607768914,-1.05089697532
1525775136,2.4227393555,0.0922713656499,-1.07751903106
1525775136,2.34028189132,0.0218860377418,-1.06636833755
1525775137,2.29747798232,0.0475479441131,-1.09462843423
1525775137,2.2709385823,0.064946719004,-1.10265079769
1525775137,2.18417007981,-0.0473518747092,-1.06780819381
1525775137,2.17177476879,0.00333800495445,-1.09647404183
1525775137,2.10621157847,-0.0668210445813,-1.08870390355
1525775137,2.11045520593,-0.0678063195209,-1.09646478339
1525775137,2.06577237905,-0.013667758369,-1.09941420422
1525775137,2.08735455719,0.0137392918848,-1.09848154424
1525775137,2.07336507986,0.00586929497238,-1.09964799676
1525775137,2.08827452336,-0.00438158867777,-1.10454307106
1525775138,2.08969644801,-0.0192859261062,-1.1059319923
1525775138,2.10451610909,-0.0441551114779,-1.10874784263
1525775138,2.11084720427,-0.0580807931786,-1.11164984343
1525775138,2.11661309855,-0.06586667593,-1.11259200328
1525775138,2.11707846225,-0.0740233438374,-1.11212630674
1525775138,2.11622105453,-0.0785493479634,-1.11279964344
1525775138,2.11429600283,-0.0790773778006,-1.11410859633
1525775138,2.09345263349,-0.111488228594,-1.10935485766
1525775138,2.10695942452,-0.103615795863,-1.11370695805
1525775138,2.10903017425,-0.0897014205807,-1.11369109652
1525775139,2.10697571661,-0.0859821593283,-1.11385905772
1525775139,2.11079700692,-0.0847253551307,-1.11226336863
1525775139,2.11297887993,-0.0839795890596,-1.11471747821
1525775139,2.09019948952,-0.116964856449,-1.10670128125
1525775139,2.21464415362,-0.148045637131,-1.04844392586
1525775139,2.31945064766,-0.174563196492,-0.981939000779
1525775139,2.42139101081,-0.0820664231175,-0.974021040267
1525775139,2.03362174078,0.00195361115275,-1.01828041914
1525775139,2.14501556973,0.0581384790581,-1.08682684882
1525775139,2.17582608706,0.0712444424513,-1.08176299715
1525775140,2.26271976297,0.0925110274989,-1.09396204679
1525775140,2.19442012231,0.00940777597884,-1.06594287502
1525775140,2.29460252939,0.0188968028745,-1.0471895809
1525775140,2.36187493555,0.0390512171552,-1.04194739636
1525775140,2.38753821265,0.0589351538901,-1.03648728555
1525775140,2.45918721655,0.0956067656436,-1.04501452627
1525775140,2.51499635348,0.135155493592,-1.05698433576
1525775140,2.52829758926,0.196775186615,-1.07101758775
1525775140,2.51907034555,0.242420660534,-1.07789584975
1525775140,2.52955314974,0.275863539616,-1.07330335896
1525775141,2.5202466442,0.286442118713,-1.09241367634
1525775141,2.51411917336,0.290271319838,-1.09659627102
1525775141,2.5191874618,0.304271704666,-1.10190805721
1525775141,2.53935544498,0.310230396911,-1.09202068012
1525775141,2.55130587296,0.30882113905,-1.09655478164
1525775141,2.59054217231,0.26656817038,-1.08017614158
1525775141,2.59670678661,0.256609757965,-1.07284230192
1525775141,2.59670678661,0.256609757965,-1.07284230192
