rosbagTimestamp,head_x,head_y,head_z
1525775135,2.91607083031,0.0887248531726,-0.0361764370357
1525775135,2.92263894369,0.0901381844885,-0.0352695702926
1525775135,2.93195706097,0.0907164200098,-0.0341331299106
1525775135,2.92187574378,0.0913660640704,-0.0384823360439
1525775135,2.93136060357,0.0922612023648,-0.0385373483008
1525775135,2.93292701306,0.0924262014047,-0.0374922338153
1525775135,2.92212331346,0.0910239858172,-0.0358058080226
1525775135,2.91177029389,0.089031249119,-0.035683074071
1525775136,2.91066167765,0.0823759639799,-0.035168146903
1525775136,2.90158552332,0.0740428923111,-0.0387241133202
1525775136,2.87993905285,0.0685457043397,-0.0404361614938
1525775136,2.86686831715,0.0520385686206,-0.039226045733
1525775136,2.84613275369,0.0399775946274,-0.0425081656118
1525775136,2.82782296195,0.0331347577489,-0.0431681630534
1525775136,2.76193092362,0.0144075145236,-0.0478714122291
1525775136,2.69813359338,0.000102123475087,-0.053180946565
1525775136,2.6589034107,-0.022804491878,-0.0646721049545
1525775136,2.57689128615,-0.0502680347027,-0.0696811573445
1525775137,2.49526198509,-0.0790274631146,-0.0729917858477
1525775137,2.40519593834,-0.104586914124,-0.0671472014763
1525775137,2.37946380271,-0.114299212623,-0.0653966186755
1525775137,2.28593637643,-0.150815638932,-0.0579163251783
1525775137,2.25177434459,-0.170516310681,-0.0565077982046
1525775137,2.21571850064,-0.188641534675,-0.0571411343918
1525775137,2.20062259001,-0.204635654456,-0.0631612663192
1525775137,2.18022321833,-0.215738176897,-0.0627231573303
1525775137,2.16806943022,-0.224745820418,-0.0661552721107
1525775137,2.16480479622,-0.231452924694,-0.0689313679071
1525775138,2.16389758166,-0.235616731127,-0.0698276200678
1525775138,2.15539417832,-0.23739337369,-0.0676220682031
1525775138,2.15247254479,-0.237861981834,-0.0688180871345
1525775138,2.1512315891,-0.241626573795,-0.0695576303056
1525775138,2.15094425429,-0.24607919631,-0.0689188353048
1525775138,2.15179045511,-0.249383377162,-0.069661025913
1525775138,2.14137785779,-0.250627708622,-0.0708128889105
1525775138,2.14682538108,-0.253622210707,-0.0701255309907
1525775138,2.14537615648,-0.253907814785,-0.0720029060385
1525775138,2.14096771096,-0.254992044235,-0.0726131803727
1525775139,2.14526629749,-0.255347420902,-0.0722757175246
1525775139,2.13992597247,-0.255948102749,-0.0709660970784
1525775139,2.14002850229,-0.255307599443,-0.0728429590273
1525775139,2.14428779166,-0.257940274228,-0.0722028074361
1525775139,2.15144160399,-0.260032075343,-0.0732759690895
1525775139,2.16267720344,-0.260319967422,-0.072544687118
1525775139,2.19123647048,-0.246255134734,-0.0745786970515
1525775139,2.23013703856,-0.224395586327,-0.070871991797
1525775139,2.27937301925,-0.195099751176,-0.0696983750439
1525775139,2.34393248386,-0.163670482664,-0.0670446510028
1525775140,2.3932741929,-0.141223783477,-0.0685105152287
1525775140,2.42001047343,-0.130187994961,-0.0704342279387
1525775140,2.57394778827,-0.075390348524,-0.0660452670155
1525775140,2.62875610218,-0.0552567853853,-0.0556295595244
1525775140,2.6484709122,-0.0398430739,-0.0494002007888
1525775140,2.68826504404,-0.0238578279354,-0.049099779334
1525775140,2.68701548399,-0.00598473224442,-0.044382932093
1525775140,2.67849830295,0.0175342145893,-0.045691128347
1525775140,2.67694618972,0.0411121011917,-0.0524068666647
1525775140,2.67788597666,0.0564718420401,-0.0791011602783
1525775141,2.66275842555,0.066340492223,-0.0990988158936
1525775141,2.65070832302,0.0747361922843,-0.10532283169
1525775141,2.64296023217,0.079710231512,-0.112320392341
1525775141,2.65348538408,0.0785875971384,-0.111966701754
1525775141,2.67023084734,0.0735827148002,-0.0892189757876
1525775141,2.6914782859,0.0522567430416,-0.0767602525639
1525775141,2.70403104852,0.045906214657,-0.0754190816317
1525775141,2.70403104852,0.045906214657,-0.0754190816317
