rosbagTimestamp,left_knee_x,left_knee_y,left_knee_z
1525774960,2.77593560291,0.166040973559,-1.08155524054
1525774960,2.78447645883,0.151206028735,-1.07340170745
1525774960,2.76751253737,0.157590930413,-1.08179178186
1525774960,2.75993810016,0.152454748415,-1.07993860462
1525774960,2.75713043796,0.160479884587,-1.08416649959
1525774960,2.75779088208,0.150768415455,-1.08197387506
1525774961,2.7669928123,0.144670442053,-1.08101406999
1525774961,2.76410436181,0.151937582322,-1.07994277032
1525774961,2.77364514616,0.149900141782,-1.07847771747
1525774961,2.78266883437,0.148902173829,-1.07768771156
1525774961,2.77718125348,0.157267037095,-1.07804926367
1525774961,2.79045521373,0.154060710731,-1.07187133391
1525774961,2.78594969609,0.127344385587,-1.07202060935
1525774961,2.78539633843,0.0914862750338,-1.07816599306
1525774961,2.676001039,0.0498563871182,-1.06306476115
1525774961,2.59707273662,0.0166938123471,-1.05146608256
1525774962,2.53930529434,-0.00241629364357,-1.03359477661
1525774962,2.477938649,-0.0256600111825,-1.04216889202
1525774962,2.42100081011,-0.0703351394555,-1.04617380983
1525774962,2.31400825435,-0.115445037161,-1.05860737679
1525774962,2.29016501666,-0.0954467421738,-1.09853465737
1525774962,2.25738800647,-0.180844476096,-1.09312096275
1525774962,2.26725936101,-0.147376117083,-1.12158596483
1525774962,2.25369581927,-0.140252631748,-1.13220652048
1525774962,2.24986545486,-0.137686575261,-1.14111434332
1525774963,2.23690406433,-0.141783058418,-1.13561319708
1525774963,2.23297434201,-0.134625098609,-1.13793495999
1525774963,2.23574455623,-0.133214428644,-1.14998843696
1525774963,2.24130438411,-0.130968741717,-1.14408672399
1525774963,2.24247988214,-0.117336527622,-1.14109454081
1525774963,2.30862170861,-0.210662540468,-1.10672527692
1525774963,2.29291314787,-0.134751236474,-1.1148774409
1525774963,2.32402551699,-0.0818196494133,-1.11087206202
1525774963,2.27539663947,-0.108449161533,-1.06321392441
1525774963,2.3857378673,-0.0632979536149,-1.10651425648
1525774964,2.29505581948,-0.0185301363787,-1.03967200444
1525774964,2.35817827857,0.000575518456769,-1.04765514645
1525774964,2.42408384858,0.0457906882151,-1.05463195104
1525774964,2.49699482202,0.0833850188375,-1.06042616417
1525774964,2.53178773987,0.0954027857992,-1.06226515916
1525774964,2.6096614843,0.174092990364,-1.05953326747
1525774964,2.66820211673,0.214095463697,-1.05738602157
1525774964,2.66820211673,0.214095463697,-1.05738602157
1525774964,2.66820211673,0.214095463697,-1.05738602157
