rosbagTimestamp,right_hand_x,right_hand_y,right_hand_z
1525774960,2.96302761429,-0.0425782160762,-0.832986469751
1525774960,2.95974539671,-0.0427038499281,-0.830666511405
1525774960,2.95012577085,-0.0420922328887,-0.829225436031
1525774960,2.94459011852,-0.0388458542965,-0.82810139226
1525774960,2.93750882059,-0.0423768365758,-0.831389085976
1525774960,2.92521317292,-0.0457578517415,-0.832964114054
1525774961,2.93050417435,-0.0452784774482,-0.836349875676
1525774961,2.92997832883,-0.0490789630834,-0.831061665737
1525774961,2.93097195046,-0.0489163846655,-0.839260155715
1525774961,2.93537554792,-0.0480080356655,-0.829366739273
1525774961,2.93791123735,-0.056174148788,-0.825309863821
1525774961,2.92556413856,-0.0682884786569,-0.818590946397
1525774961,2.93350365102,-0.084396344391,-0.818543734349
1525774961,2.91689341531,-0.116426938241,-0.819034273922
1525774961,2.88032102941,-0.152909051949,-0.821796712826
1525774961,2.85320591542,-0.187844133849,-0.823956891546
1525774962,2.79947675267,-0.213509538116,-0.826401152196
1525774962,2.75174536358,-0.238636605533,-0.836221289368
1525774962,2.68473614045,-0.256636073474,-0.839459934831
1525774962,2.57697473918,-0.281533533513,-0.844391545837
1525774962,2.50127338448,-0.297551206599,-0.84371560859
1525774962,2.44417187859,-0.310166406579,-0.840919744548
1525774962,2.40659576976,-0.324005472826,-0.837596242265
1525774962,2.38551739555,-0.321957973347,-0.836926975387
1525774962,2.3645264386,-0.327849316321,-0.840140155118
1525774963,2.33590811476,-0.340673243463,-0.82999661738
1525774963,2.32449967001,-0.348409796599,-0.837047722935
1525774963,2.31546276585,-0.347449350057,-0.846684896772
1525774963,2.32076185033,-0.344203084255,-0.840111063698
1525774963,2.33021714904,-0.342673050744,-0.844995864054
1525774963,2.35274033743,-0.338940607172,-0.842614965341
1525774963,2.37912041214,-0.332263416767,-0.850160106186
1525774963,2.42721826388,-0.317624568218,-0.848768315086
1525774963,2.49181903947,-0.300442507196,-0.846420651988
1525774963,2.48862669724,-0.23673286316,-0.771661668094
1525774964,2.52707536521,-0.238633799201,-0.790577702878
1525774964,2.53440233484,-0.280372587595,-0.814529084772
1525774964,2.56011905313,-0.237171138151,-0.859187626501
1525774964,2.64017219582,-0.215359580062,-0.859146660787
1525774964,2.66454717331,-0.204984368457,-0.85490004622
1525774964,2.76492829284,-0.151233923442,-0.863254662988
1525774964,2.80382163316,-0.0990291220703,-0.869411727239
1525774964,2.80382163316,-0.0990291220703,-0.869411727239
1525774964,2.80382163316,-0.0990291220703,-0.869411727239
