rosbagTimestamp,left_elbow_x,left_elbow_y,left_elbow_z
1525774960,2.73495651736,0.219017126136,-0.519081640301
1525774960,2.75221495683,0.313014870194,-0.520259377036
1525774960,2.74270574893,0.296903537658,-0.517463504704
1525774960,2.72678504178,0.250653738577,-0.511639044368
1525774960,2.7244360827,0.273643552336,-0.511006467381
1525774960,2.72167833644,0.2606176633,-0.505999255102
1525774961,2.72133234131,0.268991441326,-0.510655839525
1525774961,2.70566034218,0.232386494843,-0.514590199682
1525774961,2.69961687048,0.230076993885,-0.520891263909
1525774961,2.70124850396,0.220448398804,-0.519171726445
1525774961,2.69758253408,0.209486929039,-0.517679830655
1525774961,2.6991148033,0.203611034399,-0.511941738139
1525774961,2.69759407119,0.191486837529,-0.518664632943
1525774961,2.69269734101,0.187169711388,-0.523435672086
1525774961,2.68573579096,0.143410011744,-0.534561928252
1525774961,2.67967287519,0.128520554659,-0.529708878638
1525774962,2.64451200307,0.114602464385,-0.539121347141
1525774962,2.57302183738,0.084997587529,-0.550026296945
1525774962,2.47009171147,0.0613245257296,-0.560122110267
1525774962,2.31122516957,-0.000654481892499,-0.579273931503
1525774962,2.19196586689,-0.0617500012861,-0.580801264434
1525774962,2.0930212669,-0.120568125198,-0.578573361927
1525774962,2.02844477292,-0.17798382108,-0.590749211149
1525774962,2.02332594788,-0.180010283364,-0.573324204554
1525774962,2.00611114462,-0.196358582682,-0.578649214562
1525774963,1.97652345777,-0.226756014972,-0.586803891036
1525774963,1.97131189676,-0.230671149472,-0.594301613592
1525774963,1.96483654156,-0.2391053621,-0.606385024866
1525774963,1.97943144809,-0.227881446795,-0.612630806015
1525774963,2.02130724895,-0.191450293221,-0.624032510127
1525774963,2.08602649011,-0.122369786633,-0.620634127249
1525774963,2.16702262091,-0.0620279783448,-0.616672937949
1525774963,2.23143862081,-0.0125919697892,-0.571516375246
1525774963,2.2838584845,-0.00375908223286,-0.578525600999
1525774963,2.32427104638,0.0145275957519,-0.569977470634
1525774964,2.37654711619,0.0475574279706,-0.551442872616
1525774964,2.43946554236,0.0807790870006,-0.526621997771
1525774964,2.48133044586,0.109169697932,-0.521845662292
1525774964,2.50356627791,0.130848276924,-0.502288492993
1525774964,2.50976206786,0.139058779419,-0.497025911991
1525774964,2.52778079957,0.180403312769,-0.473953743071
1525774964,2.53211517532,0.206628563675,-0.540576927938
1525774964,2.53211517532,0.206628563675,-0.540576927938
1525774964,2.53211517532,0.206628563675,-0.540576927938
