rosbagTimestamp,left_foot_x,left_foot_y,left_foot_z
1525774960,2.7759341046,0.166040973554,-1.48945624151
1525774960,2.78447496053,0.15120602873,-1.48130270843
1525774960,2.76751103907,0.157590930407,-1.48969278284
1525774960,2.75993660185,0.15245474841,-1.4878396056
1525774960,2.75712893966,0.160479884581,-1.49206750056
1525774960,2.75778938377,0.15076841545,-1.48987487603
1525774961,2.766991314,0.144670442048,-1.48891507097
1525774961,2.7641028635,0.151937582317,-1.48784377129
1525774961,2.77364364785,0.149900141776,-1.48637871845
1525774961,2.78266733606,0.148902173824,-1.48558871253
1525774961,2.77717975518,0.157267037089,-1.48595026464
1525774961,2.79045371543,0.154060710725,-1.47977233488
1525774961,2.78594819778,0.127344385582,-1.47992161032
1525774961,2.78539484013,0.0914862750283,-1.48606699403
1525774961,2.59894113008,0.0178500806541,-1.45311538141
1525774961,2.43738727601,-0.0421407929181,-1.41914164346
1525774962,2.33785113096,-0.0673830980796,-1.38124894386
1525774962,2.26254356579,-0.0836827063649,-1.38338917017
1525774962,2.26729876269,-0.125888796992,-1.40655129701
1525774962,2.11362255017,-0.202798144435,-1.40147553721
1525774962,2.11837998251,-0.160553406501,-1.46272445606
1525774962,2.14678459134,-0.312300464031,-1.46307966293
1525774962,2.18040378807,-0.240632738002,-1.50906831181
1525774962,2.18095587355,-0.21448371864,-1.52664521814
1525774962,2.18946210686,-0.196862135881,-1.54015428259
1525774963,2.19981676424,-0.175628638373,-1.54041213312
1525774963,2.20556180633,-0.158957657798,-1.54418571379
1525774963,2.2155688092,-0.150764551582,-1.55701192243
1525774963,2.22649702593,-0.143659973476,-1.55152123991
1525774963,2.23163344782,-0.126532726826,-1.54874757714
1525774963,2.38720323071,-0.323225392692,-1.49083176674
1525774963,2.34334073314,-0.223269865331,-1.5098518693
1525774963,2.35675451661,-0.149277292865,-1.51182286584
1525774963,2.17182989205,-0.169003374964,-1.41604508696
1525774963,2.29902538964,-0.106677483554,-1.50272426511
1525774964,2.07283491028,-0.0380649034475,-1.38116801435
1525774964,2.19646557571,-0.0236826553508,-1.41958729171
1525774964,2.33763886368,0.0278199097931,-1.44867216086
1525774964,2.47303680675,0.0770576069212,-1.46757378125
1525774964,2.51984435931,0.092248643418,-1.46997898248
1525774964,2.60928791604,0.173994798684,-1.46743414501
1525774964,2.66817742509,0.214089314314,-1.46528702246
1525774964,2.66817742509,0.214089314314,-1.46528702246
1525774964,2.66817742509,0.214089314314,-1.46528702246
