id,time_step,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z
4,1.3,2.4993716112,0.0628211314,-0.5274397227,2.2689940593,-0.104207379,-0.7245392183
4,1.4,2.4315312254,0.0303841299,-0.5080400594,2.1829973893,-0.1491301192,-0.6604939805
4,1.5,2.3552965655,-0.0030921176,-0.4861516263,2.0918100671,-0.1964494544,-0.5929333428
4,1.6,2.2655229106,-0.0507380352,-0.4600594082,2.0010336843,-0.2544475296,-0.5222521012
4,1.7,2.1811256901,-0.0926436606,-0.4364877175,1.9188040816,-0.3063440261,-0.4713119188
4,1.8,2.0996251985,-0.1354288416,-0.413720603,1.8489413513,-0.3631427446,-0.4445879683
4,1.9,2.0372962704,-0.1658233882,-0.3969053106,1.7991844065,-0.4021080153,-0.4467072008
4,2,1.9892659921,-0.1974124623,-0.3965857372,1.7597179168,-0.4356503966,-0.4630983827
4,2.1,1.9868344665,-0.1932467608,-0.3943190046,1.762134728,-0.4299304475,-0.4734128753
4,2.2,1.9900854205,-0.1857987203,-0.3930086833,1.7704167808,-0.4202563143,-0.4778234587
4,2.3,1.9850439353,-0.1935914939,-0.3957266518,1.7661528667,-0.4269170965,-0.4839384332
4,2.4,1.9850439353,-0.1935914939,-0.3957266518,1.7661528667,-0.4269170965,-0.4839384332
4,2.5,1.9849809873,-0.2028043695,-0.3939573645,1.7607297764,-0.4296475852,-0.4851990945
5,0.1,2.6390790607,0.1031634872,-0.5061698501,2.5097396977,0.0629489008,-0.8142959009
5,0.2,2.6195394149,0.0964428878,-0.5387560821,2.4975150198,0.0414418597,-0.8544371524
5,0.3,2.6556688368,0.091671147,-0.4696140029,2.5474423713,0.0836782034,-0.783520954
5,0.4,2.6626222379,0.0896819758,-0.4629001917,2.5603012173,0.1000038656,-0.7782806448
5,0.5,2.6652816782,0.0851646897,-0.4629139344,2.5661798544,0.1062800941,-0.7788172874
5,0.6,2.6638922798,0.0828711589,-0.4636074413,2.5710016419,0.100714644,-0.7816084428
5,0.7,2.642442068,0.0834883744,-0.5339586808,2.5362411407,0.0849086921,-0.8647426535
5,0.8,2.6441468661,0.0664729083,-0.4942773517,2.5251437649,0.0649150523,-0.8083896465
5,0.9,2.6166051353,0.0562547743,-0.4997806074,2.4473778376,0.0370390343,-0.7856297783
5,1,2.5428108789,0.0477799053,-0.5264826069,2.307271283,-0.0362832539,-0.7557781284
5,1.1,2.4573430297,0.0195337608,-0.508911248,2.1855220741,-0.101010771,-0.6715798052
5,1.2,2.3634118076,-0.0077826777,-0.4887432699,2.0772088864,-0.1551013483,-0.5805867316
5,1.3,2.2613764327,-0.0584375248,-0.4659782162,1.9787921809,-0.2249729714,-0.5059310966
5,1.4,2.1583481233,-0.1034055317,-0.441510461,1.8888980548,-0.2898189284,-0.4604926866
5,1.5,2.0746285751,-0.1355998624,-0.4251442172,1.8178027059,-0.3395607057,-0.4470191589
5,1.6,2.0157797018,-0.1612718772,-0.4166089669,1.7665783106,-0.3778172415,-0.4602358591
5,1.7,1.9790623618,-0.1825621427,-0.4195774294,1.7382096755,-0.4057514887,-0.4834567327
5,1.8,1.954115877,-0.2005943083,-0.4244517579,1.721818293,-0.4248233263,-0.509374275
5,1.9,1.967776638,-0.1917548264,-0.4171369278,1.7327851491,-0.4075287303,-0.509169817
5,2,1.9651538386,-0.1937793111,-0.418246934,1.7332652397,-0.4103873712,-0.5153009223
5,2.1,1.9637894636,-0.1983685343,-0.4214965933,1.7297939177,-0.4122405333,-0.5194594789
5,2.2,1.9638082508,-0.1988893014,-0.4251931266,1.7289898217,-0.4115288969,-0.5238938631
5,2.3,1.9652028022,-0.199978194,-0.4208039715,1.7312947558,-0.4117462651,-0.5234384883
5,2.4,1.9664640457,-0.2027384738,-0.420012106,1.7316324131,-0.413619799,-0.5223736702
5,2.5,1.9665268218,-0.2086108491,-0.4171767791,1.7299994895,-0.4163225943,-0.5220766671
6,0.1,2.2399988523,0.0730200764,-0.5052937504,2.2399977958,0.0730257527,-0.7929078862
6,0.2,2.2406870733,0.0771084731,-0.504333731,2.2406860168,0.0771141494,-0.7919479278
6,0.3,2.2382422689,0.0705894822,-0.5054349183,2.2382412125,0.0705951585,-0.7930491151
6,0.4,2.2387717991,0.0722704381,-0.5067202596,2.2387707426,0.0722761144,-0.7943343953
6,0.5,2.2371927167,0.0710134896,-0.5027638024,2.2371916602,0.0710191658,-0.7903779686
6,0.6,2.235209581,0.0698326199,-0.4988587658,2.2352085246,0.0698382961,-0.7864729321
6,0.7,2.2339322457,0.0663071559,-0.5000858729,2.2339311892,0.0663128322,-0.7877000392
6,0.8,2.2335216382,0.0582528064,-0.4980644481,2.2335205817,0.0582584827,-0.7856786143
6,0.9,2.2214177179,0.0312539197,-0.5023144341,2.2214166614,0.031259594,-0.7899285699
6,1,2.2065396896,0.0581186016,-0.5687593258,2.2095476803,0.0428970169,-0.6683826278
6,1.1,2.113457344,0.0181613925,-0.5613559687,2.0126878585,-0.1224472731,-0.7892025834
6,1.2,2.0534334093,-0.0535150174,-0.5025179797,1.8895198909,-0.2496516593,-0.6834712961
6,1.3,2.0289892114,-0.0788411647,-0.4902770452,1.8628329979,-0.2737632685,-0.6752688665
6,1.4,1.9902312131,-0.101185057,-0.4967452561,1.8309307481,-0.3039650764,-0.6798848992
6,1.5,1.9593217169,-0.1180901312,-0.5001113535,1.8061724109,-0.3117818482,-0.6976205871
6,1.6,1.9294070764,-0.1380004507,-0.5112267832,1.7790984426,-0.3292958332,-0.7134067425
6,1.7,1.8998199325,-0.1690967813,-0.5384222616,1.754321479,-0.3783478346,-0.7254495592
6,1.8,1.8827869736,-0.1864340937,-0.5557382391,1.7403966725,-0.3967206274,-0.7443135217
6,1.9,1.8753473706,-0.1967527398,-0.5736305458,1.7378638364,-0.4124046272,-0.7597612663
6,2,1.8800854841,-0.1908431765,-0.5801366667,1.7449227169,-0.402987487,-0.7719818733
7,0.1,2.1439765546,0.0919675615,-0.5083683794,2.1439754982,0.0919724672,-0.7959825457
7,0.2,2.1517190182,0.0909105374,-0.5007343441,2.1517179617,0.0909154431,-0.7883484799
7,0.3,2.1493506057,0.0813093629,-0.5115055146,2.1493495492,0.0813142686,-0.7991197114
7,0.4,2.1499695194,0.0743344964,-0.5137967156,2.1499684629,0.0743394021,-0.8014108514
7,0.5,2.1532207989,0.0659372381,-0.5061969961,2.1532197424,0.0659421438,-0.7938111319
7,0.6,2.1491678525,0.0583191393,-0.5050638025,2.149166796,0.0583240412,-0.7926779383
7,0.7,2.1257455904,0.0810795093,-0.5212102009,2.0829922706,0.0635454549,-0.7114135961
7,0.8,2.010137512,0.0649195693,-0.5167291854,1.8650702696,-0.1162813267,-0.6597027126
7,0.9,1.9014633948,-0.0564131358,-0.4508855855,1.7927844658,-0.3350335759,-0.4565358516
7,1,1.8752960071,-0.1149479075,-0.4177019567,1.7576875831,-0.3979507275,-0.4418048572
7,1.1,1.8772317616,-0.1494596573,-0.3956924423,1.7419747517,-0.4273050027,-0.4550384421
7,1.2,1.8943863994,-0.1633872829,-0.3832588811,1.7376247197,-0.4243251603,-0.467402867
7,1.3,1.8972172657,-0.1794091688,-0.3841126207,1.7372999926,-0.4338317838,-0.4823832735
7,1.4,1.8958916025,-0.1887130983,-0.3878632262,1.7393789554,-0.4418784376,-0.4949763598
7,1.5,1.8974022188,-0.1903133887,-0.3904929925,1.7414572971,-0.4417965818,-0.5023481631
7,1.6,1.8980998584,-0.192376054,-0.3904488056,1.7420058822,-0.4432523903,-0.5035063987
7,1.7,1.9012069265,-0.1954118702,-0.3901093395,1.7422236603,-0.4443789154,-0.5033648285
7,1.8,1.9008803843,-0.1955079103,-0.3913199706,1.7435691366,-0.4470049175,-0.501284267
7,1.9,1.9018569331,-0.1917907131,-0.3913180211,1.7448708966,-0.4447158808,-0.4983988653
8,0.1,2.1425448302,0.0433020976,-0.5133771327,2.1433692176,0.0421225161,-0.8009879756
8,0.2,2.1419049561,0.04744145,-0.5042177676,2.1425105922,0.0465850488,-0.7918302576
8,0.3,2.1382384151,0.049827377,-0.511925945,2.1386821852,0.04920474,-0.799539411
8,0.4,2.1306527014,0.0478266816,-0.5194772477,2.1309773302,0.0473734167,-0.8070912015
8,0.5,2.1266695297,0.0376195404,-0.5344211418,2.1269065115,0.0372895013,-0.8220352784
8,0.6,2.1307669204,0.0437271375,-0.534136733,2.1309396929,0.0434866863,-0.8217509914
8,0.7,2.1262969562,0.052850271,-0.5232391946,2.1264228535,0.0526749327,-0.810853636
8,0.8,2.1262744983,0.0522996384,-0.5229510476,2.1263662158,0.0521717853,-0.8105654278
8,0.9,2.1275064233,0.0527239097,-0.5248705467,2.1275729942,0.0526306864,-0.8124849879
8,1,2.0760965745,0.0924722179,-0.5343583339,1.9792802691,0.0152062449,-0.7503336253
8,1.1,1.9965904182,0.0803869268,-0.5275842382,1.8647347987,-0.1359510514,-0.6520436538
8,1.2,1.9517064881,0.036840791,-0.5098216221,1.8721831325,-0.2377398272,-0.529493205
8,1.3,1.9462956352,0.0291745648,-0.507762154,1.8682944097,-0.2465093422,-0.5188765526
8,1.4,1.9331320177,0.0153594167,-0.5001070153,1.8488264105,-0.2602140341,-0.4943540201
8,1.5,1.9127402072,-0.0102490433,-0.482916877,1.8123272483,-0.2883914142,-0.4606069683
8,1.6,1.8851638382,-0.0412416945,-0.4678742952,1.7704528942,-0.3198797272,-0.4491790496
8,1.7,1.8657441879,-0.0649153193,-0.450837145,1.7369492888,-0.344864561,-0.4587305013
8,1.8,1.8573148357,-0.0798710235,-0.4409782578,1.7193035096,-0.3556224383,-0.4769117109
8,1.9,1.852890976,-0.099491401,-0.4359725958,1.7104011805,-0.375278721,-0.4925654562
8,2,1.8515835757,-0.1179575008,-0.4286064106,1.6999148389,-0.3868666502,-0.5078312563
8,2.1,1.8492947012,-0.1357997868,-0.4285085629,1.6940276103,-0.3974018891,-0.5242460296
8,2.2,1.8644881971,-0.1353847377,-0.4241607793,1.6969306451,-0.3850256882,-0.5231370925
8,2.3,1.8752097558,-0.1357516264,-0.4242319857,1.7074816247,-0.3813955225,-0.5319723364
8,2.4,1.8778019116,-0.1392687525,-0.4297360846,1.7127814238,-0.3863325758,-0.5384272509
8,2.5,1.8762004636,-0.1409021202,-0.4334324898,1.7141019856,-0.3903610133,-0.5410463353
8,2.6,1.8770118619,-0.1393415703,-0.4326949745,1.7131883955,-0.3869444517,-0.5419636904
9,0.1,2.4257577267,0.1842030174,-0.5038130485,2.3852164722,0.1779379606,-0.7745071745
9,0.2,2.4232138058,0.1827626699,-0.4986082052,2.390571202,0.1837947765,-0.7704301068
9,0.3,2.4260932321,0.1783982243,-0.4943227543,2.3845629142,0.18586937,-0.7648136296
9,0.4,2.4286733163,0.1742239784,-0.4968568214,2.3858453676,0.1885214743,-0.7668854727
9,0.5,2.4281105957,0.171496895,-0.4931733477,2.3910504634,0.1865784239,-0.7640140319
9,0.6,2.423875986,0.1695041121,-0.492593193,2.379680172,0.1689377724,-0.7626094491
9,0.7,2.421678713,0.1595334925,-0.5045659632,2.3743503562,0.1525413753,-0.7740611507
9,0.8,2.4094766679,0.1393369602,-0.4966297001,2.3573043167,0.1333028483,-0.7652483439
9,0.9,2.39695026,0.117656357,-0.4629442598,2.3103481214,0.0939467035,-0.7099537989
9,1,2.39695026,0.117656357,-0.4629442598,2.3103481214,0.0939467035,-0.7099537989
9,1.1,2.309065936,0.0226013123,-0.5042285439,2.1231366211,-0.0651969742,-0.6899852767
9,1.2,2.2211576822,-0.0517544183,-0.525900859,2.0166328273,-0.1548234793,-0.6825254739
9,1.3,2.137442142,-0.1179795221,-0.5158821188,1.925480492,-0.2542940443,-0.6799859545
9,1.4,2.0675019373,-0.1783988387,-0.5150351212,1.8537861441,-0.3379661216,-0.6672312356
9,1.5,2.0071284906,-0.2347396977,-0.5140806148,1.7964712506,-0.4083354422,-0.6581005929
9,1.6,1.9696767444,-0.2694743324,-0.5057570824,1.767687007,-0.4457334361,-0.6464173817
9,1.7,1.9215800353,-0.307439658,-0.5185141995,1.7267210618,-0.4899961598,-0.6582253367
9,1.8,1.8674952387,-0.3478192511,-0.5473619622,1.6852039621,-0.5310027821,-0.7019071911
9,1.9,1.8465053622,-0.3603315353,-0.5621606522,1.6710051458,-0.5370913962,-0.7313519631
9,2,1.8346681702,-0.3621968131,-0.5732149911,1.6625651701,-0.540615292,-0.7442155796
9,2.1,1.8301079818,-0.3630266028,-0.5761696862,1.66074294,-0.5483739046,-0.7423134123
9,2.2,1.8300993117,-0.3615777198,-0.5755451134,1.6635233313,-0.5481945731,-0.7432663033
9,2.3,1.8540619671,-0.3439829968,-0.5555343372,1.6953198212,-0.5082215865,-0.708448488
9,2.4,1.8519717602,-0.3450950955,-0.5558062411,1.6937393955,-0.5107769512,-0.7059392659
9,2.5,1.8530130212,-0.34542282,-0.5558168651,1.692212793,-0.5107161047,-0.7034626367
9,2.6,1.8522154192,-0.3463471088,-0.555254057,1.6913744147,-0.5109896979,-0.703574328
10,0.1,2.3911924418,0.2078269138,-0.5072522526,2.3626000934,0.2188149375,-0.779325878
10,0.2,2.3905479109,0.2081645427,-0.5068085246,2.3572531663,0.2207932504,-0.7782569497
10,0.3,2.3901299178,0.2084893245,-0.513108633,2.35066111,0.2193890513,-0.7838160075
10,0.4,2.3898826168,0.2079515123,-0.5099942827,2.3537956445,0.218454813,-0.7811901035
10,0.5,2.3929963911,0.2056113901,-0.511033082,2.3620334281,0.2195662629,-0.7826441743
10,0.6,2.3928997037,0.2045287329,-0.5142075201,2.3387609839,0.2154889679,-0.7821608124
10,0.7,2.395419287,0.1956529029,-0.5089128821,2.3489946854,0.2031264872,-0.7784921489
10,0.8,2.3936664533,0.1796150546,-0.4988192478,2.3450057852,0.1825030137,-0.7682185746
10,0.9,2.395835966,0.17275819,-0.4841342887,2.3246973241,0.1715870303,-0.743008295
10,1,2.3785064052,0.1504098293,-0.4985937587,2.2545973701,0.1356234244,-0.739880413
10,1.1,2.2591981345,0.1035875221,-0.5904027077,2.0630410296,0.0330277272,-0.7607623387
10,1.2,2.2072026803,0.0658705037,-0.5204702657,1.9993314274,-0.0344636796,-0.6641210525
10,1.3,2.1237798867,0.0114159355,-0.4926623116,1.8947177899,-0.1408823836,-0.6016730974
10,1.4,2.0561552949,-0.0546453823,-0.4475956569,1.8291394493,-0.2502269696,-0.5038326771
10,1.5,2.0062776276,-0.1024138341,-0.423949325,1.7961624347,-0.316202814,-0.4602663633
10,1.6,1.9810536337,-0.1291128404,-0.4159970229,1.7832966457,-0.3559440721,-0.4516067701
10,1.7,1.9409743125,-0.1728180962,-0.4198011359,1.7643509226,-0.4138455394,-0.4551191822
10,1.8,1.9269614215,-0.1881879902,-0.4219792156,1.755694714,-0.4359002893,-0.4659138282
10,1.9,1.9224333087,-0.1904659915,-0.4342291074,1.748522044,-0.4327310651,-0.4797773272
10,2,1.9179631987,-0.1910323531,-0.4394857133,1.7431389682,-0.4322755185,-0.484541315
10,2.1,1.9053518543,-0.19680985,-0.4497020366,1.7302624965,-0.438164787,-0.49229789
10,2.2,1.9004509711,-0.1980227434,-0.4520871809,1.7282068446,-0.4417656246,-0.4925789189
10,2.3,1.9011379546,-0.1947354179,-0.4564865365,1.7369574538,-0.4441999186,-0.4953240682
10,2.4,1.9024873194,-0.1954010928,-0.4572716367,1.7366865728,-0.4436861257,-0.4967339793
10,2.5,1.9037721191,-0.1977145342,-0.4569520918,1.7341470167,-0.4432285544,-0.4977238076
11,0.1,2.4196337361,0.154011314,-0.5250633922,2.4196327303,0.1540167156,-0.7988801647
11,0.2,2.4167052619,0.1563003199,-0.5247914698,2.4167042561,0.1563057215,-0.7986082423
11,0.3,2.4153898211,0.1563898537,-0.5277320168,2.4153888153,0.1563952553,-0.8015487892
11,0.4,2.411702568,0.1575060205,-0.5258769007,2.4117015622,0.1575114222,-0.7996936731
11,0.5,2.4157790004,0.1550771262,-0.5238293082,2.4157779946,0.1550825278,-0.7976460807
11,0.6,2.4179479672,0.1503091746,-0.5227395945,2.4179469614,0.1503145762,-0.796556367
11,0.7,2.4196464767,0.1459779278,-0.5207727428,2.4196454709,0.1459833294,-0.7945895153
11,0.8,2.4255723124,0.1281468796,-0.5237866196,2.4255713066,0.1281522812,-0.7976033921
11,0.9,2.4387588098,0.1295438702,-0.5294759991,2.3610456861,0.1298453883,-0.7920332698
11,1,2.4197129942,0.1484017409,-0.5545247572,2.2772596496,0.1240758392,-0.7715814239
11,1.1,2.2210462513,0.0914954554,-0.5435743205,2.0182311539,-0.0566831155,-0.700989469
11,1.2,2.170726064,0.0516927231,-0.482819497,1.9518298377,-0.1239567588,-0.5882001626
11,1.3,2.0823067693,-0.027680412,-0.4579070933,1.8704802419,-0.2298139759,-0.5242081646
11,1.4,2.0236269248,-0.0900214364,-0.4300794852,1.8137636701,-0.3071326809,-0.473781351
11,1.5,1.9766972434,-0.1384583154,-0.4103686805,1.7770405446,-0.3640998568,-0.4591195951
11,1.6,1.9416820101,-0.1769184354,-0.4086643588,1.7501042411,-0.4032535202,-0.4716068008
11,1.7,1.9199485384,-0.2010173617,-0.4194662198,1.7281267314,-0.4286166381,-0.4889967347
11,1.8,1.9100810018,-0.2111862059,-0.424985135,1.7238674179,-0.4356560824,-0.5058814847
11,1.9,1.9088485439,-0.2068968886,-0.4305046007,1.7242832699,-0.4306816546,-0.5121955426
11,2,1.9027236387,-0.207136413,-0.4381834417,1.7188863884,-0.4309501986,-0.520895535
11,2.1,1.9017267816,-0.2045010712,-0.4439494293,1.7180878956,-0.4284075075,-0.5267613158
11,2.2,1.9009218346,-0.2039587921,-0.4475835511,1.7181153565,-0.4291225953,-0.5288259521
11,2.3,1.9035384009,-0.200916714,-0.4474948461,1.7203402044,-0.4262309245,-0.5274398519
11,2.4,1.9052869304,-0.2005624595,-0.4487019143,1.7223821869,-0.425759634,-0.5296276035
11,2.5,1.9067031873,-0.2013042146,-0.4502178497,1.7226917516,-0.4256468399,-0.5310247604
12,0.1,2.6849996072,0.1429046837,-0.5622386834,2.5360139575,0.2272572248,-0.8249052504
12,0.2,2.6836512111,0.1447271733,-0.5624380803,2.5317227055,0.2258832009,-0.8241683572
12,0.3,2.6843233321,0.1484673033,-0.5581962614,2.5402444209,0.2288791123,-0.8247350999
12,0.4,2.6865630628,0.1496904866,-0.5611619679,2.5328877392,0.2274408681,-0.824073879
12,0.5,2.6864453511,0.1593500626,-0.561274028,2.531703665,0.2252109444,-0.8241728737
12,0.6,2.6850469417,0.1526843775,-0.5602837885,2.52958087,0.2263032065,-0.8209704733
12,0.7,2.6701196977,0.1524587367,-0.5599285701,2.5047012907,0.213290786,-0.8178218224
12,0.8,2.6500240798,0.1308179616,-0.558374175,2.4657411617,0.203834634,-0.8065476314
12,0.9,2.6228595622,0.1227383407,-0.5574256499,2.4209825396,0.1736279113,-0.7913154724
12,1,2.6107241624,0.0987235866,-0.5546907421,2.3968693989,0.1423670043,-0.7843080596
12,1.1,2.5901558291,0.0863391956,-0.5599855884,2.3755867583,0.1072844905,-0.7991891459
12,1.2,2.5415233237,0.0600476122,-0.569135129,2.3130354169,0.0665099382,-0.7930521974
12,1.3,2.4768073562,0.035407604,-0.5673820837,2.2352622758,0.0046974844,-0.7741612257
12,1.4,2.3769986727,-0.0017918479,-0.5625351594,2.1282446525,-0.0768191936,-0.73505042
12,1.5,2.2707344508,-0.0455780391,-0.5566843663,2.0191467159,-0.1637660818,-0.698919282
12,1.6,2.1612263946,-0.1001746328,-0.5446864054,1.9242183725,-0.2473980223,-0.6825021242
12,1.7,2.0665996941,-0.1594503557,-0.5351720808,1.8401969564,-0.3250454256,-0.6750948332
