rosbagTimestamp,head_x,head_y,head_z,left_elbow_x,left_elbow_y,left_elbow_z,left_foot_x,left_foot_y,left_foot_z,left_hand_x,left_hand_y,left_hand_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,neck_x,neck_y,neck_z,right_elbow_x,right_elbow_y,right_elbow_z,right_foot_x,right_foot_y,right_foot_z,right_hand_x,right_hand_y,right_hand_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,torso_x,torso_y,torso_z
08-May-2018 10:05:08:000,2.52298349896,-0.086534189596,-0.0591761833287,2.31554419565,0.114539541846,-0.481968374858,2.09423644603,-0.10618990113,-1.46986889862,2.2811597802,0.13516449184,-0.764804033472,2.34679583895,0.0758161611565,-0.671506056791,2.22085030355,-0.00766596803277,-1.08153000823,2.36671335812,0.0381180684238,-0.233410091131,2.48670258951,-0.0532512036613,-0.265507943984,2.6066907714,-0.144620307904,-0.583323295615,2.50371362971,-0.0437420469379,-1.57063932362,2.60668972192,-0.144625175461,-0.869040458699,2.50372971745,-0.0436858334999,-0.713486918885,2.50372811234,-0.0436858296911,-1.15046659417,2.6066918209,-0.144620475746,-0.297605796838,2.45598268386,-0.0185930199165,-0.479002215911
08-May-2018 10:05:08:000,2.53062657831,-0.0889665116801,-0.0580865812763,2.31817016842,0.118418053384,-0.479123139143,2.14921616294,0.00489608954965,-1.49700105858,2.27611515691,0.12361305882,-0.76153210332,2.34589888293,0.0754859881841,-0.667307200958,2.26490201948,0.0554854312664,-1.09624855383,2.37156811788,0.0354768280166,-0.229672651688,2.4918561659,-0.0547731955344,-0.263780179711,2.61214316442,-0.145023043613,-0.583605175994,2.50321118985,-0.0425931649639,-1.5690688872,2.61214211494,-0.145027911171,-0.869322339078,2.50322385968,-0.0425521836246,-0.711916543492,2.50322225456,-0.0425521798158,-1.14889615775,2.61214421392,-0.145023211456,-0.297887707734,2.4582087686,-0.0191531485347,-0.476696010709
08-May-2018 10:05:08:000,2.51948669233,-0.0910623854239,-0.0583844224372,2.31810570454,0.119036453721,-0.481432037832,2.21630235188,0.0503752445101,-1.51599935188,2.27835905108,0.121562278183,-0.764213019766,2.35307855268,0.0755125114437,-0.672113745885,2.30960235719,0.0725171887828,-1.10691497779,2.36755344911,0.0367912511361,-0.233894789651,2.48714840122,-0.0554886592992,-0.264770976628,2.60674230383,-0.147768394262,-0.58136467764,2.5094868321,-0.0452102607476,-1.56964911045,2.60674125435,-0.14777326182,-0.867081840724,2.50949681642,-0.0451803878167,-0.712496705694,2.50949521131,-0.0451803840079,-1.14947638098,2.60674335333,-0.147768562105,-0.295647148345,2.45921804288,-0.0201612987428,-0.47853808595
08-May-2018 10:05:08:000,2.52005040034,-0.089205304801,-0.0599848425987,2.32017577224,0.118271126242,-0.482376686549,2.24910916743,0.0608765857195,-1.52434334446,2.2793988538,0.118535197651,-0.765118602198,2.35524969491,0.0721511455173,-0.675569076125,2.32724101338,0.072050800021,-1.11165015,2.36730075522,0.0358935107975,-0.237063795071,2.48803437986,-0.0553066987999,-0.266681807519,2.608766955,-0.146506744369,-0.582017395038,2.51314845368,-0.0471538393693,-1.57145881628,2.60876590552,-0.146511611927,-0.867734558122,2.51315721733,-0.0471296427124,-0.714306472557,2.51315561221,-0.0471296389036,-1.15128608681,2.6087680045,-0.146506912212,-0.296299865743,2.46111891799,-0.021397972745,-0.48080979093
08-May-2018 10:05:08:000,2.52271985622,-0.0915964159062,-0.0563062025018,2.32645994931,0.121100548434,-0.480259766273,2.10360533861,-0.110903047258,-1.47564652093,2.28255899129,0.126502265534,-0.76225881156,2.36198191406,0.0597984709663,-0.676646066186,2.23333298776,-0.0180303478406,-1.08694277381,2.36996849907,0.0301772768528,-0.237541267638,2.49225168908,-0.0597395865987,-0.264562255139,2.6145338296,-0.149656274578,-0.577300741416,2.52190997599,-0.0578182244534,-1.56913926839,2.61453278012,-0.149661142135,-0.8630179045,2.52191629826,-0.0578039345742,-0.711986863617,2.52191469314,-0.0578039345801,-1.14896653891,2.6145348791,-0.149656442421,-0.291583242639,2.46710039762,-0.029371160155,-0.47943936002
08-May-2018 10:05:08:000,2.51914710562,-0.0917133647596,-0.055523077806,2.32567502284,0.121877805377,-0.483392728477,2.05629763604,-0.116949096578,-1.4384726411,2.28185294057,0.122133763184,-0.765545735236,2.3626069104,0.0609017447464,-0.676540233521,2.20644932249,-0.0297673011431,-1.0649762444,2.36895823754,0.0324814342137,-0.237312610973,2.48973606661,-0.0596077370134,-0.263742055468,2.61051284619,-0.151696740398,-0.575888983482,2.52056647974,-0.0595548169127,-1.56825974685,2.61051179671,-0.151701607955,-0.861606146566,2.52057255787,-0.0595419575459,-0.711107403115,2.52057095276,-0.0595419575518,-1.14808701737,2.61051389569,-0.15169690824,-0.290171515222,2.46566290037,-0.0294639236139,-0.478782952152
08-May-2018 10:05:08:000,2.50015785035,-0.0878724921282,-0.0509912697734,2.3309191369,0.128958253717,-0.483545488219,2.18344027374,0.0604316118381,-1.51073311789,2.28373081238,0.138292919252,-0.765143764595,2.3709159607,0.0697698630359,-0.676310222538,2.30148076616,0.0741655048978,-1.10771572921,2.36398920292,0.0438784839851,-0.236935700631,2.47922264021,-0.0559441823391,-0.259716382085,2.594455028,-0.155766684635,-0.568214608092,2.52162534056,-0.0607959972579,-1.56325755347,2.59445397852,-0.155771552193,-0.853931771176,2.52163019801,-0.0607884021778,-0.706105148699,2.5216285929,-0.0607884021837,-1.14308482399,2.5944560775,-0.155766852478,-0.282497078797,2.46274785978,-0.0257267250014,-0.475462049111
08-May-2018 10:05:08:000,2.48601431395,-0.0833359458747,-0.0414763862783,2.33692179653,0.132018929453,-0.487539650893,2.25723118948,0.0782927990251,-1.52006615261,2.28208404854,0.145484822993,-0.767568319093,2.38199630002,0.0673913636972,-0.674044699273,2.34663554315,0.0745739501795,-1.10953205718,2.36339494466,0.0517600354523,-0.234492461144,2.47204810553,-0.0559348016492,-0.252665162494,2.58070021689,-0.163629467093,-0.55655537788,2.42407284543,-0.162948172911,-1.53381090608,2.58069916741,-0.163634334651,-0.842272540964,2.52307485199,-0.0724425907496,-0.697640676467,2.41906777179,-0.15616549171,-1.11372263085,2.58070126639,-0.163629634936,-0.270837848585,2.46229184077,-0.0292302056803,-0.469253917553
08-May-2018 10:05:09:000,2.46276208114,-0.073693262425,-0.0415111519424,2.33559165907,0.142495059821,-0.49321841798,2.06244881664,-0.0297697679527,-1.4685532301,2.2874240919,0.150504846881,-0.774671488123,2.38141936799,0.0695126155453,-0.679473469127,2.22516266293,0.0268249383106,-1.08532177212,2.35569736295,0.0656013806212,-0.240236573494,2.4560473491,-0.0504758111984,-0.253740482138,2.55639628575,-0.166552835175,-0.552961904818,2.42344058429,-0.180313043397,-1.53400328657,2.55639523627,-0.166557702733,-0.838679067902,2.51395209216,-0.0837910815958,-0.697308123425,2.42281639213,-0.179465404699,-1.11383177548,2.55639733525,-0.166553003018,-0.267244375523,2.45186653959,-0.0288075221118,-0.471065646836
08-May-2018 10:05:09:000,2.43626203947,-0.0606929477777,-0.039854117957,2.34362036612,0.155965807696,-0.507392061973,2.01410126881,0.0178531299424,-1.45787946853,2.29023087558,0.164966572889,-0.787731373921,2.38023309,0.0640303113831,-0.684600234789,2.20202782872,0.0475663847038,-1.08325174085,2.34601491481,0.0800266838007,-0.246255321498,2.43675631263,-0.0442718110133,-0.253213357445,2.52749666094,-0.168570122726,-0.545888922687,2.40203793557,-0.16460386298,-1.53485391596,2.52749561146,-0.168574990283,-0.831606085771,2.49944410547,-0.0992663240957,-0.693741297673,2.40189274975,-0.164416882312,-1.11468118593,2.52749771044,-0.168570290569,-0.260171393392,2.43829745518,-0.0309449086848,-0.471192061838
