rosbagTimestamp,right_hand_x,right_hand_y,right_hand_z
1525774972,2.87345407232,-0.0810971646358,-0.820187312603
1525774972,2.86908736492,-0.0842647145501,-0.825582560235
1525774972,2.8851186481,-0.0907277065063,-0.823012428692
1525774972,2.88982326085,-0.100986493547,-0.827033808277
1525774972,2.8800137042,-0.110050769081,-0.832378620877
1525774972,2.85396688761,-0.124367171824,-0.830793686335
1525774972,2.85067738774,-0.140901073678,-0.833466769955
1525774972,2.83439767682,-0.16251916021,-0.834874302929
1525774972,2.78064995849,-0.184397272066,-0.833773885776
1525774973,2.63354309523,-0.219698761516,-0.783463897179
1525774973,2.34610659904,-0.275922351509,-0.765800976131
1525774973,2.11888549202,-0.374978331403,-0.642487885639
1525774973,1.9964050663,-0.426251425343,-0.648812814161
1525774973,1.92555551195,-0.451615577189,-0.659197868857
1525774973,1.85497429254,-0.483187980003,-0.669148903543
1525774973,1.83808659238,-0.499260002485,-0.68654099239
1525774973,1.82249024843,-0.513143452107,-0.708719157757
1525774973,1.81133151087,-0.520293273369,-0.728434082589
1525774973,1.80874968588,-0.523248238907,-0.741702200547
1525774974,1.81202357595,-0.519640072585,-0.747815127612
1525774974,1.85059914729,-0.502499397442,-0.761234580832
1525774974,1.94098248573,-0.476313335464,-0.791263843493
1525774974,2.06390197099,-0.32632075749,-0.826600171468
1525774974,2.21750591282,-0.269901339511,-0.787081326508
1525774974,2.29706638137,-0.257822342435,-0.796326674903
1525774974,2.44626908592,-0.230286683909,-0.816788770807
1525774974,2.47037237729,-0.234550862341,-0.882106181121
1525774974,2.53425122079,-0.26844781398,-0.866621857655
1525774975,2.63911458183,-0.294824961755,-0.871275319011
1525774975,2.7318870091,-0.239708318492,-0.891790308222
1525774975,2.80125231669,-0.171030268288,-0.869645543484
1525774975,2.79209882015,-0.13093568216,-0.811064211033
1525774975,2.78878381912,-0.120544909119,-0.816905568486
1525774975,2.78878381912,-0.120544909119,-0.816905568486
