rosbagTimestamp,right_hip_x,right_hip_y,right_hip_z
1525774972,2.79014539417,0.0246416555605,-0.670959528566
1525774972,2.77327061391,0.0315973831421,-0.670645867949
1525774972,2.7992123369,0.00749699167582,-0.674982877301
1525774972,2.78567085111,0.0046331685892,-0.67291465129
1525774972,2.77352826983,0.00264282857684,-0.675764460204
1525774972,2.77123191012,-0.00755642531111,-0.678611253526
1525774972,2.77139576485,-0.0194749961815,-0.680626512917
1525774972,2.77569709419,-0.0411535043993,-0.686021853424
1525774972,2.77075354928,-0.0579138451289,-0.686829147276
1525774973,2.72776172521,-0.0967002770032,-0.693138742776
1525774973,2.66564114862,-0.12275185864,-0.711328761176
1525774973,2.58166975392,-0.138804802277,-0.716260215427
1525774973,2.50504135892,-0.142520827767,-0.71372270251
1525774973,2.46154141641,-0.150293204348,-0.705844918214
1525774973,2.3875081935,-0.150728565399,-0.711664775669
1525774973,2.35024943235,-0.160333438586,-0.713671718888
1525774973,2.32138660875,-0.153173159473,-0.714849286209
1525774973,2.30107771604,-0.146257874575,-0.722860014833
1525774973,2.29147321134,-0.146587560733,-0.726596124574
1525774974,2.28525689266,-0.147651105906,-0.730404512384
1525774974,2.30175105642,-0.147202681062,-0.723657563693
1525774974,2.32319884465,-0.145656368149,-0.712767322651
1525774974,2.34894696509,-0.15738069984,-0.704463462151
1525774974,2.37902395782,-0.172462193365,-0.695469676145
1525774974,2.4235977095,-0.171970193089,-0.689204031768
1525774974,2.4982882833,-0.148418618686,-0.692885275361
1525774974,2.5579683572,-0.120206470147,-0.692408871043
1525774974,2.61399783695,-0.100319393001,-0.689200824898
1525774975,2.66131980353,-0.0769527793587,-0.680782846866
1525774975,2.6870755943,-0.0570046294849,-0.679512250555
1525774975,2.7052545206,-0.0462053798181,-0.676547900826
1525774975,2.72410409218,-0.0332940099205,-0.67392516733
1525774975,2.72489579785,-0.0230448119134,-0.675212157543
1525774975,2.72489579785,-0.0230448119134,-0.675212157543
