rosbagTimestamp,torso_x,torso_y,torso_z
1525774972,2.76797197145,0.0748429004836,-0.44392502329
1525774972,2.76181425072,0.0782510657312,-0.442119336609
1525774972,2.77009678008,0.0558457387937,-0.448554730801
1525774972,2.76659584435,0.0488457945985,-0.44443881218
1525774972,2.75870083114,0.0449967055399,-0.446566865455
1525774972,2.74871159108,0.0363949919064,-0.450336024319
1525774972,2.74844649789,0.0228119487878,-0.452067651763
1525774972,2.74833496774,0.0034625278305,-0.459952966295
1525774972,2.73067850612,-0.0074538211097,-0.462014546947
1525774973,2.68031139462,-0.0387000621985,-0.472572101196
1525774973,2.61651036651,-0.0583432027419,-0.492954984517
1525774973,2.53575331484,-0.0707382289934,-0.49761508827
1525774973,2.45718986586,-0.0754949491527,-0.494862114144
1525774973,2.41034763999,-0.0841657526226,-0.487393680364
1525774973,2.3353422806,-0.0917763415482,-0.491816988838
1525774973,2.29401272495,-0.103546978285,-0.494279788686
1525774973,2.2645024714,-0.103282041516,-0.493916063345
1525774973,2.24455615395,-0.102179713049,-0.500542668545
1525774973,2.23599267907,-0.10552103784,-0.503425846318
1525774974,2.23566552722,-0.106967198404,-0.505800387353
1525774974,2.24867042166,-0.104546610779,-0.500215230044
1525774974,2.26768899396,-0.0997690979872,-0.49064163047
1525774974,2.29439312406,-0.101428889119,-0.484533269087
1525774974,2.33815196732,-0.106693163198,-0.475043927869
1525774974,2.37114464166,-0.104040240495,-0.472781384263
1525774974,2.45180374313,-0.0836437650186,-0.473680423216
1525774974,2.51743307545,-0.0637433011702,-0.470717865214
1525774974,2.57597601093,-0.0492908690278,-0.465320741388
1525774975,2.62071524427,-0.0330165347695,-0.45570881466
1525774975,2.64750622448,-0.020028780721,-0.452363209944
1525774975,2.66627280363,-0.0105834526932,-0.449019803535
1525774975,2.67703595665,-0.000708789382346,-0.447470343559
1525774975,2.67693630535,0.00927449281775,-0.448898962578
1525774975,2.67693630535,0.00927449281775,-0.448898962578
