rosbagTimestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z
1525774972,2.71919515662,0.168002221439,-0.206772591925
1525774972,2.7256434159,0.168443758186,-0.201677019297
1525774972,2.71077578648,0.145041085166,-0.212457482263
1525774972,2.7178134566,0.133566089655,-0.204204563168
1525774972,2.71548095342,0.12851752762,-0.204801264805
1525774972,2.69954833434,0.123030614543,-0.210803769758
1525774972,2.69940385377,0.108037579649,-0.211999981995
1525774972,2.69527739202,0.095786252236,-0.223407788493
1525774972,2.67218242509,0.0895246165001,-0.228643207811
1525774973,2.6168484526,0.0694917289208,-0.245441054484
1525774973,2.5539641325,0.0573527116178,-0.269219860973
1525774973,2.47954740301,0.0478451598274,-0.27367365867
1525774973,2.40270417745,0.0418237670318,-0.269852056829
1525774973,2.35423695537,0.0322120014773,-0.262292613662
1525774973,2.28220453413,0.0182131483253,-0.262823690625
1525774973,2.23888597613,0.00400798737619,-0.264637130139
1525774973,2.20936843743,-0.0030481093596,-0.260961789782
1525774973,2.18942605816,-0.00804209816994,-0.264990097877
1525774973,2.18143340067,-0.0145231570392,-0.266491960608
1525774974,2.18689482946,-0.0163347481538,-0.267483679887
1525774974,2.19481718926,-0.0117468475018,-0.263845128666
1525774974,2.20700761267,-0.00361015263833,-0.257417286481
1525774974,2.22842775024,0.00439975651714,-0.257150885669
1525774974,2.26428174953,0.00817942732453,-0.254628174961
1525774974,2.29671069536,0.0121430188091,-0.25318221864
1525774974,2.37903292017,0.0262861110363,-0.250152018707
1525774974,2.44687860827,0.0379096875027,-0.242617828832
1525774974,2.50664766024,0.0445599429049,-0.233517752355
1525774975,2.54798287924,0.0525505503651,-0.221735296156
1525774975,2.57502171096,0.055724481624,-0.214925535245
1525774975,2.59326730551,0.0626985285938,-0.210924824067
1525774975,2.59418500922,0.0680390013251,-0.211272468429
1525774975,2.59226553681,0.0768781742673,-0.213000214064
1525774975,2.59226553681,0.0768781742673,-0.213000214064
