rosbagTimestamp,right_foot_x,right_foot_y,right_foot_z
1525774972,2.7923145511,-0.000299071335166,-1.50233813761
1525774972,2.78501450606,-0.000385111943675,-1.50139340865
1525774972,2.79385290859,-0.0120417719834,-1.50661682979
1525774972,2.78051496488,0.00402653124618,-1.50500093607
1525774972,2.78522968207,-0.0294855692986,-1.50650217409
1525774972,2.79486767963,-0.0470272247228,-1.50822718508
1525774972,2.79374900069,-0.0430600161549,-1.51149805499
1525774972,2.78981147837,-0.0433836886078,-1.5178990415
1525774972,2.75007829121,-0.0343248173744,-1.51778598052
1525774973,2.68259130298,-0.0484899288545,-1.51226522481
1525774973,2.61999540938,-0.0799976394036,-1.52916147926
1525774973,2.56134309673,-0.101043478625,-1.54173951089
1525774973,2.53118564426,-0.237136240768,-1.53993776437
1525774973,2.42371352015,-0.241158959143,-1.53202135398
1525774973,2.41456392952,-0.26227683638,-1.53474312213
1525774973,2.36102639371,-0.221083521071,-1.54317761785
1525774973,2.3997786209,-0.389191227848,-1.50374306781
1525774973,2.37119462252,-0.288027911212,-1.5393215761
1525774973,2.34318363645,-0.23405676166,-1.55174603376
1525774974,2.3218448743,-0.203620560744,-1.55917918292
1525774974,2.32751449905,-0.184109141603,-1.55409326624
1525774974,2.34143318754,-0.170580144554,-1.54401580272
1525774974,2.48861137801,-0.378045119076,-1.49438328669
1525774974,2.26496667527,-0.339514354876,-1.50253737243
1525774974,2.49046895613,-0.172830237984,-1.51249425543
1525774974,2.57833478286,-0.265566151808,-1.5104315899
1525774974,2.63638541506,-0.225460927589,-1.51090384903
1525774974,2.68481852789,-0.0990937147717,-1.51546371932
1525774975,2.72332009257,-0.0519287555372,-1.5075841
1525774975,2.73421081569,-0.0110795200527,-1.50648892516
1525774975,2.72282966978,0.0013226870015,-1.50562755523
1525774975,2.70542243223,0.00614805631542,-1.50379228621
1525774975,2.69702738722,0.0119099712032,-1.5049681587
1525774975,2.69702738722,0.0119099712032,-1.5049681587
