rosbagTimestamp,left_knee_x,left_knee_y,left_knee_z
1525774972,2.70346511859,0.198118801843,-1.0563741882
1525774972,2.69920831078,0.197770672193,-1.04906411397
1525774972,2.71023494194,0.179837683522,-1.06159931073
1525774972,2.7057862076,0.192591359807,-1.04989812251
1525774972,2.71379899142,0.168956852497,-1.04943794687
1525774972,2.71692374621,0.161235931968,-1.0574508978
1525774972,2.68612672356,0.131668878536,-1.06074692725
1525774972,2.58862543003,0.0885149559404,-1.05726378102
1525774972,2.53101114797,0.0519357495601,-1.03397755865
1525774973,2.46700267979,0.0275595378812,-1.03746047783
1525774973,2.40344444002,-0.0147566135502,-1.04987503929
1525774973,2.31072662026,-0.0535117301231,-1.03477399071
1525774973,2.23974378544,-0.0607845509772,-1.02153764599
1525774973,2.23897295906,-0.0571211016602,-1.03813505527
1525774973,2.292901004,0.005878554742,-1.0899849848
1525774973,2.13263777868,0.0137885953348,-1.02696706214
1525774973,2.20727644689,0.0321553169468,-1.07606499255
1525774973,2.13330064662,0.0399574248267,-1.06014797278
1525774973,2.20435790254,0.0429854987924,-1.08900541152
1525774974,2.24171357713,0.0421971418973,-1.1002207587
1525774974,2.27491524116,0.0430267964771,-1.09833855643
1525774974,2.29140401713,0.0447530342594,-1.09485949102
1525774974,2.16160415659,0.0134914986703,-1.0748599908
1525774974,2.19790943573,0.0474042983481,-1.07927455287
1525774974,2.26125832354,0.0308735766804,-1.09284985881
1525774974,2.18086888454,0.0272136229615,-1.03949006645
1525774974,2.20670159648,-0.0527261739654,-1.00058287374
1525774974,2.32876221067,-0.0386450485791,-1.03464173274
1525774975,2.408803977,0.0135203150111,-1.04396526894
1525774975,2.43647963235,0.0485245785044,-1.04323697704
1525774975,2.50804095853,0.0902362633307,-1.05522649771
1525774975,2.55673536786,0.132871268856,-1.05907530939
1525774975,2.5840575469,0.154633393142,-1.06088546835
1525774975,2.5840575469,0.154633393142,-1.06088546835
