rosbagTimestamp,torso_x,torso_y,torso_z
1525775113,2.78540402449,0.0946665729137,-0.444755775798
1525775113,2.78279661909,0.0836550124327,-0.45128286583
1525775113,2.79321611307,0.0684620422827,-0.450036047413
1525775113,2.78902033588,0.0635264189606,-0.448547842304
1525775113,2.79343834697,0.0499373620076,-0.450610419567
1525775113,2.81061419824,0.0340192122073,-0.447465707267
1525775113,2.80917816937,0.0317973784717,-0.447976383144
1525775113,2.80611445796,0.0230021134644,-0.454242363101
1525775114,2.80037471775,0.0203736934859,-0.455268556618
1525775114,2.79492306777,0.0129791860798,-0.459893811251
1525775114,2.78520539563,-0.0134085783065,-0.458704108807
1525775114,2.75132556851,-0.0332558468811,-0.463387486557
1525775114,2.69314977139,-0.040275916072,-0.474727574379
1525775114,2.62026405732,-0.0583070294384,-0.485105327895
1525775114,2.52795644362,-0.0698505470616,-0.495697701232
1525775114,2.44119530691,-0.0841829275208,-0.484506281466
1525775114,2.36744147584,-0.0955176863488,-0.475373625299
1525775114,2.31525059962,-0.109400354863,-0.477888204099
1525775115,2.2813663675,-0.125968289386,-0.482144976608
1525775115,2.24186010217,-0.146037358451,-0.479802119091
1525775115,2.21448488984,-0.152976484884,-0.478080582989
1525775115,2.20067999128,-0.163092899118,-0.479191158501
1525775115,2.19340750724,-0.167522811696,-0.489909546095
1525775115,2.18526349889,-0.173164626278,-0.486127106512
1525775115,2.18526349889,-0.173164626278,-0.486127106512
1525775115,2.16764360301,-0.175232394247,-0.494411587689
1525775115,2.17086895559,-0.178748999221,-0.494993630786
1525775116,2.17131479841,-0.180746235742,-0.485545237648
1525775116,2.16927914063,-0.180711880427,-0.489118533394
1525775116,2.16831965968,-0.182005600382,-0.492667724205
1525775116,2.16538117862,-0.180484569305,-0.49237236429
1525775116,2.16688776526,-0.181429235402,-0.49472033125
1525775116,2.16942514307,-0.179064495247,-0.48574240478
1525775116,2.16710333632,-0.178695958243,-0.493378992931
1525775116,2.16442512795,-0.175807021548,-0.486601639343
1525775116,2.16938678599,-0.175888973537,-0.48991678208
1525775116,2.13940258143,-0.164391311459,-0.498483505438
1525775117,2.13797291691,-0.163528188048,-0.49136463422
1525775117,2.16318924245,-0.162899112879,-0.486122020546
1525775117,2.18438697266,-0.152917940655,-0.482591641867
1525775117,2.21926683151,-0.144934353062,-0.481132297331
1525775117,2.26444746629,-0.136734205414,-0.48090437491
1525775117,2.31244814517,-0.11873589067,-0.477482310016
1525775117,2.36666533845,-0.0924956402495,-0.4762542682
1525775117,2.43454783516,-0.076936873447,-0.480202118865
1525775117,2.50515108872,-0.0722244101273,-0.480370896272
1525775117,2.55662396154,-0.0582337234676,-0.473885916886
1525775118,2.60370402658,-0.0501848635517,-0.469399212379
1525775118,2.62957799566,-0.0304061754478,-0.464419693162
1525775118,2.65175763556,-0.0116451896651,-0.458617620091
1525775118,2.67862428489,0.0035955544303,-0.456957715116
1525775118,2.6743023995,0.0357799953806,-0.454188106956
1525775118,2.67457523841,0.0675068259118,-0.452492917529
1525775118,2.67668746453,0.0893005119543,-0.452086919429
1525775118,2.68628775822,0.101784601784,-0.452701487163
1525775118,2.68628775822,0.101784601784,-0.452701487163
