rosbagTimestamp,right_shoulder_x,right_shoulder_y,right_shoulder_z
1525775113,2.89945770858,-0.0411974109157,-0.255601867345
1525775113,2.89165353957,-0.0539481071541,-0.26012765655
1525775113,2.90578663681,-0.0588249473302,-0.25395197299
1525775113,2.90006987557,-0.0710487880618,-0.256475435267
1525775113,2.90768392304,-0.0831335150378,-0.259358947122
1525775113,2.93818663204,-0.0865083953657,-0.256349110434
1525775113,2.93684558229,-0.0955406115954,-0.261378738076
1525775113,2.93464588323,-0.105026627366,-0.268693488297
1525775114,2.91865861877,-0.116632704157,-0.269348977668
1525775114,2.90900214779,-0.127541957462,-0.273952000059
1525775114,2.86581798851,-0.157904802243,-0.258881376346
1525775114,2.81858686468,-0.181128883204,-0.261049720923
1525775114,2.75869720705,-0.193241377361,-0.275662690633
1525775114,2.67730857085,-0.208985465991,-0.28169434358
1525775114,2.5955548984,-0.21851649749,-0.294039563301
1525775114,2.517907762,-0.231481092396,-0.285117555675
1525775114,2.45119297662,-0.23689947405,-0.274645020579
1525775114,2.40600672176,-0.24547422499,-0.276566577013
1525775115,2.38022915152,-0.251408188084,-0.277694656154
1525775115,2.34575045004,-0.261606617954,-0.272026804897
1525775115,2.32260350356,-0.269964704687,-0.273257524317
1525775115,2.30690822625,-0.279111094126,-0.272824025503
1525775115,2.29598609541,-0.286456074431,-0.283354991243
1525775115,2.28512676803,-0.297470793274,-0.281405183288
1525775115,2.28512676803,-0.297470793274,-0.281405183288
1525775115,2.26908694451,-0.297565853413,-0.289284152691
1525775115,2.26966850196,-0.300369073933,-0.288146734173
1525775116,2.26801864382,-0.301447296546,-0.277189879968
1525775116,2.26472151115,-0.299852093813,-0.279278765562
1525775116,2.26209919292,-0.302270224783,-0.282723763254
1525775116,2.25943464391,-0.305220612989,-0.285191618456
1525775116,2.25998102774,-0.306592131978,-0.28735156309
1525775116,2.26996369648,-0.298402428561,-0.278420294827
1525775116,2.26857475108,-0.299102506905,-0.287119966239
1525775116,2.26766607149,-0.296736451894,-0.281536344737
1525775116,2.27014922143,-0.298806999413,-0.284791450294
1525775116,2.2537672966,-0.297121512712,-0.307308449446
1525775117,2.25364965103,-0.306170188682,-0.30813132499
1525775117,2.26697489552,-0.313613834804,-0.302185695226
1525775117,2.27462285361,-0.31550015925,-0.30165709783
1525775117,2.30429691173,-0.308940632527,-0.298948619182
1525775117,2.3508784207,-0.295377442624,-0.294643461917
1525775117,2.39367207988,-0.284165584995,-0.294862369107
1525775117,2.45175523348,-0.265548763977,-0.303021029724
1525775117,2.52179226836,-0.251640532474,-0.309394089719
1525775117,2.60005663986,-0.240840333494,-0.307524076907
1525775117,2.65041745463,-0.229694411813,-0.303203339041
1525775118,2.70481146908,-0.21844337278,-0.299718217797
1525775118,2.74016832616,-0.198056371569,-0.300159448745
1525775118,2.77729836537,-0.167254736769,-0.293246743334
1525775118,2.8116037038,-0.133619524699,-0.281797772666
1525775118,2.80690950601,-0.101231121836,-0.278263179007
1525775118,2.79978832654,-0.0760056230913,-0.276375640643
1525775118,2.79722356362,-0.0554390278978,-0.273682821164
1525775118,2.80407922913,-0.0364554326166,-0.267598068514
1525775118,2.80407922913,-0.0364554326166,-0.267598068514
