rosbagTimestamp,left_hand_x,left_hand_y,left_hand_z
1525775113,2.66703723541,0.0503368534599,-0.447082214791
1525775113,2.6564012795,0.0390926432492,-0.450045279971
1525775113,2.64761370255,0.0353465477382,-0.448156392712
1525775113,2.65955566443,0.0225010105487,-0.442665164605
1525775113,2.67225009048,0.00576894047857,-0.43486586431
1525775113,2.68197835481,0.00350683021637,-0.439074914936
1525775113,2.68418292146,0.00332577752318,-0.445571138854
1525775113,2.68696608607,-0.0499301936994,-0.442847485747
1525775114,2.67834294899,-0.0852048530597,-0.436213390351
1525775114,2.66389260144,-0.0591933552353,-0.451647541374
1525775114,2.59534506614,-0.0989213139339,-0.471741588901
1525775114,2.55035900058,-0.0558960580341,-0.49016503816
1525775114,2.42170506306,-0.0953646855139,-0.498267013097
1525775114,2.29738995303,-0.115858626646,-0.498200760564
1525775114,2.1708947721,-0.148698950298,-0.481928079123
1525775114,2.0562204756,-0.199673904601,-0.461019424258
1525775114,1.94972661179,-0.257882181518,-0.443866567263
1525775114,1.85773878454,-0.309620739623,-0.438471484499
1525775115,1.78681823863,-0.348551420051,-0.447894472284
1525775115,1.73518529301,-0.402508854583,-0.471626582429
1525775115,1.71704122849,-0.415633982265,-0.490619954503
1525775115,1.71002911904,-0.421843572231,-0.503496118932
1525775115,1.70441213421,-0.414869166594,-0.507811985751
1525775115,1.70191746723,-0.401604618872,-0.504913142359
1525775115,1.70191746723,-0.401604618872,-0.504913142359
1525775115,1.69402949101,-0.393683627338,-0.507002651959
1525775115,1.69592437918,-0.394560420915,-0.510408725814
1525775116,1.69845415734,-0.391592271974,-0.509344526122
1525775116,1.69986649467,-0.388764935244,-0.510924182189
1525775116,1.70085673213,-0.394827156948,-0.516144858434
1525775116,1.70386612896,-0.395714780171,-0.517736971539
1525775116,1.70224185899,-0.395461581792,-0.518135647213
1525775116,1.70152102486,-0.392879492154,-0.517984399448
1525775116,1.69809745245,-0.393390491058,-0.515343761872
1525775116,1.69723956367,-0.395278860908,-0.511414223809
1525775116,1.6942579617,-0.406839388218,-0.499156552945
1525775116,1.70322201856,-0.400626861395,-0.474540344416
1525775117,1.7516876654,-0.33186786379,-0.45300966917
1525775117,1.84736248739,-0.267607777249,-0.583434703222
1525775117,1.91975980309,-0.221840329922,-0.676904634681
1525775117,1.97895572554,-0.178298852717,-0.733172064035
1525775117,2.04733692671,-0.139962816627,-0.76794843826
1525775117,2.13304875787,-0.0953516314278,-0.77913899968
1525775117,2.22810182624,-0.0552499868069,-0.78103980049
1525775117,2.31510927872,-0.0314808302354,-0.788817952118
1525775117,2.3908189477,-0.0229054655446,-0.793262077872
1525775117,2.44905719613,-0.00867317211756,-0.787965416793
1525775118,2.50118950946,-0.00165903027694,-0.783914033579
1525775118,2.5366916758,0.014155517969,-0.776520182052
1525775118,2.55665941959,0.0272007134613,-0.771544974636
1525775118,2.57371086076,0.0434302415794,-0.775053521156
1525775118,2.57802517149,0.0858204361075,-0.771429147356
1525775118,2.51609226811,0.119788661069,-0.748909083438
1525775118,2.53282406483,0.149325709833,-0.756636989136
1525775118,2.54618187034,0.168533293689,-0.765916945429
1525775118,2.54618187034,0.168533293689,-0.765916945429
