rosbagTimestamp,left_foot_x,left_foot_y,left_foot_z
1525775113,2.65171298746,0.233975743705,-1.46776840729
1525775113,2.67600522226,0.2242701292,-1.47789007855
1525775113,2.6706351228,0.221123487771,-1.47621208031
1525775113,2.6844754992,0.210135287877,-1.47512009013
1525775113,2.68462842483,0.18183826085,-1.47793564245
1525775113,2.68592087429,0.200254891574,-1.46795981712
1525775113,2.69609761759,0.206661606202,-1.46550575294
1525775113,2.69460202565,0.197127421021,-1.47135767616
1525775114,2.67423294457,0.176918819589,-1.47535332888
1525775114,2.6285324838,0.113832218311,-1.47778004089
1525775114,2.3713839237,0.0223115517662,-1.40327982875
1525775114,2.29668425499,0.028487594594,-1.38667176628
1525775114,2.36915829486,-0.0103547753026,-1.44762662234
1525775114,2.13881519992,-0.0517497120528,-1.37715116686
1525775114,2.06362433223,-0.145024463343,-1.39027222856
1525775114,2.12381505193,-0.0983262594613,-1.46401720063
1525775114,2.03268529857,-0.175635767784,-1.43961659734
1525775114,2.07867590216,-0.121452806187,-1.48431476432
1525775115,2.0210607036,-0.128852653135,-1.48196518745
1525775115,2.07727231487,-0.0774912558617,-1.51303509608
1525775115,2.08378279263,-0.0721018505386,-1.51316878698
1525775115,2.09530501768,-0.0778540054808,-1.51667566524
1525775115,2.04017525529,-0.171887113563,-1.51145781137
1525775115,2.06464676117,-0.131917129265,-1.51880445888
1525775115,2.06464676117,-0.131917129265,-1.51880445888
1525775115,2.0398404486,-0.160716597825,-1.52476042245
1525775115,2.06848070177,-0.13176051423,-1.53056753449
1525775116,2.02137369789,-0.0967847885204,-1.51472483216
1525775116,2.0571499905,-0.0886318327048,-1.52687547626
1525775116,2.07948956634,-0.0872073655762,-1.5319229216
1525775116,2.01565799289,-0.104764286444,-1.52454353675
1525775116,2.03201477194,-0.100045293257,-1.52866578921
1525775116,2.04237168596,-0.0873897910413,-1.52133989952
1525775116,2.06540483871,-0.0825585373074,-1.53022377319
1525775116,2.07726446645,-0.0779179068915,-1.52324054038
1525775116,2.09438651873,-0.0764620105636,-1.52669458277
1525775116,2.33932017868,-0.242807081027,-1.40915690824
1525775117,2.42898081032,-0.287448109107,-1.39084376102
1525775117,2.34820369641,-0.26520908697,-1.43896040767
1525775117,1.98756173347,-0.351892571107,-1.42462924897
1525775117,1.76399377278,-0.183452413313,-1.38027771975
1525775117,1.90420179178,0.048915350237,-1.44395841055
1525775117,1.96702298066,0.154287986999,-1.4323254626
1525775117,1.94135819407,-0.093640711401,-1.37889421598
1525775117,1.94932732611,-0.182953746705,-1.33096480189
1525775117,2.08034658706,-0.159024905458,-1.38062507319
1525775117,2.23248932686,-0.112315316455,-1.42283229708
1525775118,2.26858263211,-0.00230372834053,-1.43389834763
1525775118,2.32113485303,0.0671892968789,-1.43772617738
1525775118,2.50332180119,0.122407373316,-1.46627591886
1525775118,2.57275798845,0.140267522168,-1.47347258505
1525775118,2.56592330131,0.204431620599,-1.46769936658
1525775118,2.59023179673,0.231302590016,-1.46759972443
1525775118,2.60360818886,0.249533275747,-1.4691637384
1525775118,2.62119871323,0.258754592802,-1.47404515067
1525775118,2.62119871323,0.258754592802,-1.47404515067
