rosbagTimestamp,right_hip_x,right_hip_y,right_hip_z
1525775113,2.82692537241,0.0413436510889,-0.668157600679
1525775113,2.82173180603,0.0253625109485,-0.67402995709
1525775113,2.84312176374,0.0109078022638,-0.670752325698
1525775113,2.8341076113,0.00856213946087,-0.670997714951
1525775113,2.83443773839,-0.00709680631758,-0.673326695655
1525775113,2.85610112436,-0.0191868890208,-0.670199700034
1525775113,2.84802958595,-0.019936310225,-0.672366845678
1525775113,2.84225786853,-0.0295093714343,-0.678918155044
1525775114,2.8370811144,-0.0315684476854,-0.679975264935
1525775114,2.82942829822,-0.0404914990197,-0.68458290284
1525775114,2.84632980517,-0.0705064897326,-0.676548419024
1525775114,2.81352909849,-0.0936463654655,-0.679388874712
1525775114,2.75947561287,-0.101407680043,-0.69227264833
1525775114,2.69061092481,-0.12469179225,-0.699758662466
1525775114,2.59848446283,-0.138201789463,-0.712489220062
1525775114,2.50557777179,-0.140855161124,-0.702279100965
1525775114,2.44255365104,-0.143261398484,-0.69130059798
1525775114,2.40112275046,-0.14593289161,-0.691894439936
1525775115,2.37586618328,-0.154483613045,-0.693744994136
1525775115,2.34496658681,-0.165918983504,-0.688374092061
1525775115,2.31571976899,-0.167814903922,-0.687995627698
1525775115,2.30591413614,-0.175610701048,-0.687292527715
1525775115,2.30273637249,-0.176425409986,-0.696079015066
1525775115,2.29447639401,-0.181260447041,-0.692396062362
1525775115,2.29447639401,-0.181260447041,-0.692396062362
1525775115,2.27815531861,-0.180639245395,-0.700070990204
1525775115,2.2834917654,-0.185755268884,-0.699467494181
1525775116,2.28756236492,-0.185978154322,-0.688018900735
1525775116,2.28818320323,-0.184961626773,-0.690076276062
1525775116,2.28616660436,-0.189757990382,-0.694140599709
1525775116,2.28056356519,-0.187783035377,-0.695386489773
1525775116,2.28226375879,-0.189534951739,-0.69760396428
1525775116,2.28361410545,-0.18267354236,-0.689418056154
1525775116,2.27881573747,-0.183993002735,-0.698397774857
1525775116,2.27583405027,-0.178045427627,-0.691836667713
1525775116,2.28261602137,-0.177293281744,-0.694167442136
1525775116,2.23171185621,-0.165340877783,-0.712819904081
1525775117,2.21804658976,-0.167724656006,-0.710642912968
1525775117,2.24415356374,-0.172982418386,-0.704908206618
1525775117,2.26060204359,-0.169014050472,-0.702701846138
1525775117,2.29141185709,-0.168056631393,-0.702004754719
1525775117,2.33650535492,-0.165083611141,-0.701216895454
1525775117,2.37371063011,-0.151463525138,-0.700414663953
1525775117,2.41054230279,-0.123202990982,-0.703304630787
1525775117,2.47612205404,-0.105536406406,-0.708163148042
1525775117,2.55231832253,-0.0994601072339,-0.707688269235
1525775117,2.60425235217,-0.0777270826071,-0.700218611367
1525775118,2.64980090399,-0.0638201541284,-0.695066679067
1525775118,2.6762915647,-0.045607173827,-0.693720401861
1525775118,2.69970116691,-0.0210364892363,-0.687049711482
1525775118,2.73622945772,-0.00894866661424,-0.68299589058
1525775118,2.72614172716,0.0159444466612,-0.680989750011
1525775118,2.71605132592,0.0357459843043,-0.680030362361
1525775118,2.71704931451,0.0525412836855,-0.679103547179
1525775118,2.7332470475,0.0598760790535,-0.677462493396
1525775118,2.7332470475,0.0598760790535,-0.677462493396
