rosbagTimestamp,left_hip_x,left_hip_y,left_hip_z
1525775061,2.74049604308,0.252350322143,-0.625503474615
1525775061,2.74777987929,0.277395835348,-0.627502341702
1525775061,2.75565848272,0.281879354278,-0.638993886755
1525775061,2.73933227543,0.294751364622,-0.635762320438
1525775061,2.73368452422,0.307831544072,-0.635240815318
1525775061,2.72213197011,0.328154743824,-0.632306934993
1525775061,2.70599448142,0.341904837136,-0.628772207748
1525775062,2.69292901759,0.342610904867,-0.637360843838
1525775062,2.67059253327,0.365397535467,-0.63050871101
1525775062,2.66837011431,0.363177220907,-0.634594029996
1525775062,2.65901193944,0.366150147958,-0.637223756363
1525775062,2.64957079315,0.359383725339,-0.639684048832
1525775062,2.63173492246,0.347390526279,-0.633486473552
1525775062,2.61183733581,0.311292247625,-0.63734443269
1525775062,2.59604222768,0.283330794342,-0.649547560706
1525775062,2.60146278836,0.236492984663,-0.655407443898
1525775062,2.59614509196,0.182167891888,-0.662172377977
1525775063,2.57555662315,0.136020217995,-0.666329406843
1525775063,2.52543362208,0.11269875245,-0.677180052809
1525775063,2.4658660491,0.0897127929839,-0.685473901388
1525775063,2.39416564733,0.0697033667107,-0.695224248369
1525775063,2.3130756239,0.0552204028347,-0.692157971504
1525775063,2.25851085193,0.0155574016179,-0.685693110432
1525775063,2.22933412997,0.00448223836971,-0.687008005701
1525775063,2.19103170538,-0.00694666094424,-0.680564932879
1525775063,2.17152390656,-0.0174885426362,-0.68738230507
1525775063,2.15143381192,-0.0219753164892,-0.693705656568
1525775064,2.14489013345,-0.0251238886517,-0.690673161829
1525775064,2.13979368127,-0.0234140818563,-0.693492356976
1525775064,2.13577610764,-0.0265612371166,-0.695416414484
1525775064,2.1328962222,-0.0255676354056,-0.695137595312
1525775064,2.13293820111,-0.0217308337224,-0.69491628199
1525775064,2.13634299129,-0.0183856998323,-0.690202366273
1525775064,2.13339035604,-0.0198145475004,-0.691232201619
1525775064,2.1370102135,-0.0135293665098,-0.689191504466
1525775064,2.13650362883,-0.014297162026,-0.688018406903
1525775064,2.13801754409,-0.0155972072005,-0.689523844592
1525775065,2.14050483288,-0.0125322108816,-0.69078593869
1525775065,2.1422289453,-0.00898262111348,-0.689597773636
1525775065,2.14802483358,-0.0093751111918,-0.692756669437
1525775065,2.16130510007,-0.00225683349825,-0.687528263629
1525775065,2.17076918605,0.00848759175302,-0.683686989798
1525775065,2.20218151152,0.0227631053914,-0.677044893268
1525775065,2.2702217119,0.0405892296458,-0.681768776007
1525775065,2.33313129232,0.0672506889057,-0.678941431403
1525775065,2.3902438065,0.0923217910258,-0.663301382401
1525775065,2.43782504864,0.121557256329,-0.649500775926
1525775066,2.47704421389,0.145738285704,-0.64520148151
1525775066,2.51560034035,0.149305352378,-0.648680199795
1525775066,2.53643714191,0.180230477744,-0.648385232388
1525775066,2.53175533391,0.228178031348,-0.646003440289
1525775066,2.55348936897,0.249981486425,-0.650280863873
1525775066,2.56685106425,0.28371951158,-0.649518461782
1525775066,2.58263978668,0.310117640865,-0.64923458423
1525775066,2.59701843197,0.311768755692,-0.652162432456
1525775066,2.60086609174,0.311319917286,-0.651654389949
1525775066,2.60370766552,0.320155895742,-0.637089947262
1525775067,2.60579802229,0.316450337014,-0.634059376327
