rosbagTimestamp,right_shoulder_x,right_shoulder_y,right_shoulder_z
1525775061,2.94355035694,-0.0325075783915,-0.280965127451
1525775061,2.92411525908,-0.0183181127322,-0.277463804842
1525775061,2.91741136115,-0.00371900481906,-0.273894261174
1525775061,2.91178166778,0.011291861648,-0.273773635026
1525775061,2.90781726096,0.0272449339391,-0.271800475933
1525775061,2.90276518419,0.0465073017039,-0.272906566995
1525775061,2.90075046516,0.067604832298,-0.27102646316
1525775062,2.89855386124,0.0834153405869,-0.274468593763
1525775062,2.88711262208,0.100297157387,-0.2785632783
1525775062,2.87930646941,0.104450181997,-0.274497697869
1525775062,2.86486480603,0.110540575422,-0.271944330612
1525775062,2.852665607,0.105235217501,-0.27187992423
1525775062,2.8320995188,0.0915973550925,-0.265396877495
1525775062,2.80788821739,0.0580602712251,-0.265074645007
1525775062,2.76566543933,0.0145020182925,-0.275330776534
1525775062,2.7244332481,-0.0375888619219,-0.264629697345
1525775062,2.68521296404,-0.084556512395,-0.26397519537
1525775063,2.63793310517,-0.123910934111,-0.256931290011
1525775063,2.58048102489,-0.153869702273,-0.2683352843
1525775063,2.51081067458,-0.178259896541,-0.276432745671
1525775063,2.43099138359,-0.199865627967,-0.285802569666
1525775063,2.35297509057,-0.216468331529,-0.284870123672
1525775063,2.29212001653,-0.240765948861,-0.268178463371
1525775063,2.25432562014,-0.251022572673,-0.268304484212
1525775063,2.19587989953,-0.27107817676,-0.266535531736
1525775063,2.16907205561,-0.284359342126,-0.27507644889
1525775063,2.15309622222,-0.29144204241,-0.283060002268
1525775064,2.14151250854,-0.297744300535,-0.282135155031
1525775064,2.13276225197,-0.299645242101,-0.287419729823
1525775064,2.12960893766,-0.304103108908,-0.290241251443
1525775064,2.13001787199,-0.304118823959,-0.290589702652
1525775064,2.13088382809,-0.302553726784,-0.291936110863
1525775064,2.12950614858,-0.300396169588,-0.28813648422
1525775064,2.13195463558,-0.300835949413,-0.288393451222
1525775064,2.12944802995,-0.296392934939,-0.287714242796
1525775064,2.13221707974,-0.296783915978,-0.286249592322
1525775064,2.13471952007,-0.297669160692,-0.287426420362
1525775065,2.13833473981,-0.295747302931,-0.28949021538
1525775065,2.14860450709,-0.293103161204,-0.28905366863
1525775065,2.16522265571,-0.289584057193,-0.289738086362
1525775065,2.19700340664,-0.283228959987,-0.286320631077
1525775065,2.26365421828,-0.266613938554,-0.288019697921
1525775065,2.33257748103,-0.243157401815,-0.285552086101
1525775065,2.43113227567,-0.215059307259,-0.294750751336
1525775065,2.50689754921,-0.189052681301,-0.297960685399
1525775065,2.58348952095,-0.164130036681,-0.291897917421
1525775065,2.64150385177,-0.13875221433,-0.28652514468
1525775066,2.67042934155,-0.11928260277,-0.279939496535
1525775066,2.71443904333,-0.0914818200808,-0.269521140126
1525775066,2.72416429039,-0.0593513941905,-0.263182430732
1525775066,2.73530350821,-0.0162392011739,-0.270836036102
1525775066,2.75934583944,0.0249843311237,-0.270241886134
1525775066,2.77468727664,0.0624200850318,-0.26425991734
1525775066,2.7898627111,0.0949903731658,-0.259635186706
1525775066,2.80677036872,0.116890162139,-0.253314402254
1525775066,2.81484481213,0.124144571071,-0.25136298538
1525775066,2.84284794904,0.135211125958,-0.250347905746
1525775067,2.85084918286,0.130580601149,-0.251404880937
