rosbagTimestamp,head_x,head_y,head_z
1525775061,2.8888493331,0.0357929141928,-0.0394325168544
1525775061,2.86199503855,0.0503216088865,-0.0375627435307
1525775061,2.8476656054,0.0728492204363,-0.0388410569849
1525775061,2.85111500725,0.0911130041639,-0.037196431594
1525775061,2.84704927563,0.10831686191,-0.035725850864
1525775061,2.84442177469,0.125323802638,-0.0349247700459
1525775061,2.84296417852,0.146631124554,-0.0344814510935
1525775062,2.83764842696,0.163340562426,-0.038934693897
1525775062,2.83571672216,0.178971628329,-0.0407764379003
1525775062,2.82499526684,0.187110077716,-0.038020783284
1525775062,2.80258168449,0.190945917628,-0.0363965096701
1525775062,2.78346965149,0.1828629922,-0.0369813241112
1525775062,2.75331959627,0.16311103514,-0.0318861816252
1525775062,2.7271912917,0.131843300005,-0.0322818070857
1525775062,2.68658324051,0.0941273457889,-0.0419273030652
1525775062,2.63650893646,0.054646345968,-0.0381655834869
1525775062,2.59990384017,0.0166813963699,-0.041197233086
1525775063,2.55672936575,-0.00814452210663,-0.0425767284277
1525775063,2.50038152914,-0.0365987944069,-0.0536648393213
1525775063,2.43707884624,-0.0573687107686,-0.0604231517192
1525775063,2.35817994965,-0.0759714480903,-0.0710760754082
1525775063,2.28131649963,-0.093288296893,-0.0678753383608
1525775063,2.21833075929,-0.109487235833,-0.0569841005312
1525775063,2.18164987735,-0.118237431605,-0.0585847500965
1525775063,2.11494318035,-0.140830244076,-0.0566465625639
1525775063,2.07952938844,-0.158065069593,-0.0666786285265
1525775063,2.06110605491,-0.167946591734,-0.0748428674944
1525775064,2.04054908516,-0.178388104011,-0.0751880983808
1525775064,2.02810974582,-0.18214399382,-0.081197925125
1525775064,2.0229308034,-0.18869180337,-0.0843010707745
1525775064,2.02479616643,-0.189965005137,-0.0837811649066
1525775064,2.02564003098,-0.188451391197,-0.0843149967417
1525775064,2.01799599558,-0.187541293543,-0.0813437925161
1525775064,2.02378603856,-0.188083813779,-0.0808209256005
1525775064,2.01538551133,-0.18517262027,-0.0818651147144
1525775064,2.01921315988,-0.185573393564,-0.0790464947409
1525775064,2.02394179657,-0.185929668919,-0.0796743807625
1525775065,2.02515772694,-0.185593849023,-0.0826102220209
1525775065,2.03593276148,-0.186696791012,-0.0809554459259
1525775065,2.05653651418,-0.184510207151,-0.0806940164808
1525775065,2.09160098958,-0.184014060896,-0.0741327286538
1525775065,2.16182242283,-0.179298776103,-0.0700445924265
1525775065,2.23000744538,-0.164727389171,-0.0652841617319
1525775065,2.34111718907,-0.135934332726,-0.0690515681522
1525775065,2.41409123922,-0.117626615337,-0.0700572530713
1525775065,2.49384218493,-0.100661997444,-0.0614922841722
1525775065,2.55193516628,-0.0833194531236,-0.0540115710461
1525775066,2.57795879174,-0.0628848406266,-0.0488730100203
1525775066,2.61358663701,-0.0339768232529,-0.0429468255814
1525775066,2.62200887933,0.00446211912198,-0.0374370145996
1525775066,2.64745669287,0.0515299501767,-0.0406011247989
1525775066,2.67315378919,0.0974474487425,-0.0407750167976
1525775066,2.68662898767,0.140164119639,-0.0370759543569
1525775066,2.69667893282,0.171479906677,-0.0339866052865
1525775066,2.70756165968,0.196708614864,-0.0320727963843
1525775066,2.71218933086,0.201848524441,-0.0308424056679
1525775066,2.75413658115,0.212835601739,-0.0240319365799
1525775067,2.76739684593,0.210337481502,-0.0235691099214
