rosbagTimestamp,right_foot_x,right_foot_y,right_foot_z
1525775061,2.86801116423,0.0421251435582,-1.5046207643
1525775061,2.86859439968,0.0498891914159,-1.50135001449
1525775061,2.86126160888,0.0540032239293,-1.50461927466
1525775061,2.84059280018,0.0818774155869,-1.50601995558
1525775061,2.84519142999,0.0854653002154,-1.50324812188
1525775061,2.82338617236,0.108185923245,-1.50281103007
1525775061,2.82658932051,0.107471663466,-1.49722241879
1525775062,2.8318282927,0.113331927461,-1.50265652006
1525775062,2.83235147662,0.119172047791,-1.49938406105
1525775062,2.81911374251,0.107606531331,-1.49492820187
1525775062,2.79236676889,0.0881413909697,-1.48806958312
1525775062,2.77232149029,0.0584911098195,-1.48190398214
1525775062,2.73696245549,0.0434901864814,-1.47075358371
1525775062,2.68302544117,0.0356572704641,-1.47929305844
1525775062,2.66646880244,0.0171504805221,-1.4972856734
1525775062,2.65179605257,-0.0119854910377,-1.49873459412
1525775062,2.60165971419,-0.0472337754798,-1.49689639726
1525775063,2.53678951369,-0.0182612754951,-1.49060477714
1525775063,2.522202557,-0.013184708974,-1.49713206731
1525775063,2.41038708883,-0.149936214514,-1.51143072885
1525775063,2.33417076308,-0.220876863125,-1.52057656706
1525775063,2.06001795068,-0.112615304531,-1.47343383641
1525775063,1.92144678209,-0.0935205452819,-1.2886093528
1525775063,1.93878856675,-0.145898823257,-1.44401176025
1525775063,2.04770093413,-0.196247818952,-1.49058833218
1525775063,2.09657018489,-0.213239048747,-1.51082703708
1525775063,2.12256941962,-0.217822006835,-1.52435337769
1525775064,1.99184945714,-0.429955879332,-1.46838817585
1525775064,2.0757011161,-0.360637089882,-1.50573980222
1525775064,2.12239937793,-0.315342026992,-1.52156260558
1525775064,2.14875860559,-0.281772289056,-1.5281038401
1525775064,2.16572700341,-0.256254557049,-1.53199892196
1525775064,2.18034291627,-0.237971330754,-1.52840083112
1525775064,2.18478379385,-0.229010483754,-1.53043588161
1525775064,2.19354156349,-0.215391295701,-1.52848449777
1525775064,2.19670854202,-0.210887042124,-1.52769910901
1525775064,2.19953958279,-0.208872566393,-1.52947280105
1525775065,2.20488428059,-0.202703677743,-1.53113273279
1525775065,1.73387164555,-0.398841409457,-1.34530226731
1525775065,1.92086681425,-0.356040917897,-1.45464035652
1525775065,2.05133009181,-0.301486056354,-1.49414376543
1525775065,2.1490456264,-0.244555033362,-1.51499702963
1525775065,1.93663337044,-0.247869442747,-1.42528885194
1525775065,2.19412674099,-0.189605786349,-1.51020715616
1525775065,2.29383846935,-0.154621853803,-1.52577978805
1525775065,2.48830658072,-0.216046035722,-1.49520542913
1525775065,2.48648484121,-0.16392108819,-1.49924448494
1525775066,2.50013335336,-0.115697176361,-1.49716274796
1525775066,2.59081699631,-0.00555825912414,-1.50656103028
1525775066,2.56502262175,-0.0677543644622,-1.48622011522
1525775066,2.61038351657,-0.0259939858975,-1.49595795274
1525775066,2.62840755136,0.0116235577258,-1.49512855117
1525775066,2.67132990177,0.0746244287372,-1.50209831333
1525775066,2.67915207354,0.105095404735,-1.4971775657
1525775066,2.69606767148,0.0930068667111,-1.49004798916
1525775066,2.70490144481,0.0875022833757,-1.48654118567
1525775066,2.77568587582,0.0908478726661,-1.48124066442
1525775067,2.79299321663,0.0982498527435,-1.48261609421
