rosbagTimestamp,left_hand_x,left_hand_y,left_hand_z
1525775061,2.743243059,-0.0914841556839,-0.518888616536
1525775061,2.73281817683,-0.0665383626777,-0.515036344357
1525775061,2.72258258134,-0.0589375396794,-0.507377066037
1525775061,2.70216278061,-0.0297471087038,-0.511671119449
1525775061,2.69592372372,-0.0184487765186,-0.512138564793
1525775061,2.68508916141,-0.000812585847264,-0.51891153525
1525775061,2.67294359784,0.0147451087975,-0.518533316809
1525775062,2.67055000152,0.0242136363824,-0.520399030673
1525775062,2.66353210054,0.0492872342616,-0.516753924329
1525775062,2.66715709832,0.0516691292908,-0.514975312156
1525775062,2.6418027735,0.0611984551045,-0.526348082794
1525775062,2.64178844508,0.0466888725323,-0.520200255593
1525775062,2.61899577439,0.024999549308,-0.527210181636
1525775062,2.62061874847,-0.0185679648723,-0.524129682226
1525775062,2.59817409995,-0.0713313072042,-0.529060507984
1525775062,2.51199079641,-0.0706010634704,-0.582253245615
1525775062,2.47397111615,-0.0146781379386,-0.633363030278
1525775063,2.46131725355,0.0730150834041,-0.62683802042
1525775063,2.42607082957,0.0477056277647,-0.67558477816
1525775063,2.39006685722,-0.0187094825131,-0.693530141515
1525775063,2.31196929039,-0.0384825965301,-0.688956429353
1525775063,2.2836906075,-0.0441642952521,-0.660417873331
1525775063,2.21466907082,0.158366701219,-0.737987505058
1525775063,2.18123782451,0.157561311085,-0.764374223079
1525775063,2.12681164158,0.122283935263,-0.776074828824
1525775063,2.08141597747,0.0964470680759,-0.77799800192
1525775063,2.06136496123,0.0910911060576,-0.780862491256
1525775064,2.05073581951,0.0885661036357,-0.781026148502
1525775064,2.04972064423,0.0964128787764,-0.783676718504
1525775064,2.04798161606,0.0975168381479,-0.786520217976
1525775064,2.04757538347,0.0957895264751,-0.783506666679
1525775064,2.04831878666,0.0934452604069,-0.787217545874
1525775064,2.04399920422,0.0922382514371,-0.78906805491
1525775064,2.03875193436,0.08139439061,-0.787770794424
1525775064,2.03722532093,0.0842987581714,-0.785437170653
1525775064,2.03880658798,0.0903689010037,-0.788019573922
1525775064,2.03885639074,0.0918554429347,-0.78705656141
1525775065,2.0434640513,0.0930670611169,-0.787330259975
1525775065,2.05062665356,0.0933800604491,-0.785764673492
1525775065,2.06491082359,0.0956007244901,-0.786173966684
1525775065,2.08244874635,0.0774471557926,-0.782286702002
1525775065,2.09722021839,0.0827779519337,-0.780312513097
1525775065,2.12236276295,0.103772184913,-0.768457380841
1525775065,2.17229705115,0.119986288925,-0.762579817678
1525775065,2.22832921763,0.133730917655,-0.765193365781
1525775065,2.29757842753,0.164057542261,-0.750568925324
1525775065,2.3422422055,0.191478436911,-0.734143002958
1525775066,2.36970524915,0.23183274006,-0.718595191238
1525775066,2.39292056232,0.2475121924,-0.708051697411
1525775066,2.42249352038,0.257238848268,-0.70921068055
1525775066,2.43356936408,0.264720151159,-0.724605923871
1525775066,2.44289457134,0.269723847522,-0.716349549433
1525775066,2.46336642356,0.280004379263,-0.725564590451
1525775066,2.49420440967,0.314712256209,-0.731326971792
1525775066,2.51299335531,0.343854354033,-0.733998061316
1525775066,2.51513005509,0.349101676335,-0.733915976879
1525775066,2.51869544005,0.381997166727,-0.713198460679
1525775067,2.5202547371,0.393399516204,-0.709722025977
