rosbagTimestamp,torso_x,torso_y,torso_z
1525775061,2.82739485454,0.130189279645,-0.446459726426
1525775061,2.82178882486,0.150282490254,-0.446144672875
1525775061,2.8223180669,0.160097555675,-0.451259390396
1525775061,2.81174770971,0.17423635657,-0.449287366706
1525775061,2.80676426238,0.188688593513,-0.448144526135
1525775061,2.79831546442,0.208280572978,-0.446926416488
1525775061,2.78868235574,0.225287739742,-0.444086720459
1525775062,2.78022380768,0.23302676812,-0.450494343198
1525775062,2.76371568605,0.252891880822,-0.44832240756
1525775062,2.75865171476,0.254041489907,-0.448927247358
1525775062,2.74616976429,0.25821858334,-0.449346696138
1525775062,2.73484116938,0.25181491624,-0.450747228256
1525775062,2.71493645655,0.238400658555,-0.444472557974
1525775062,2.69284526787,0.203662265642,-0.446565555441
1525775062,2.66534437604,0.169176690992,-0.457983179034
1525775062,2.65005549857,0.119445006415,-0.457339690257
1525775062,2.62678416747,0.074612149633,-0.460445744913
1525775063,2.59524819344,0.0314867095454,-0.460343578293
1525775063,2.54308175212,0.00326133491705,-0.471531558061
1525775063,2.47945290088,-0.0199006519826,-0.479717390013
1525775063,2.40455181992,-0.0410045724345,-0.489361707171
1525775063,2.32524255739,-0.0560281753687,-0.487058467853
1525775063,2.26762845541,-0.0878855380289,-0.476493681029
1525775063,2.23455817837,-0.0984164746273,-0.477368681625
1525775063,2.18662905248,-0.114032922654,-0.473023290728
1525775063,2.16317862885,-0.126026401736,-0.480709544921
1525775063,2.14461954284,-0.131970760069,-0.48773468427
1525775064,2.13511151135,-0.136837555248,-0.485754424735
1525775064,2.12810392904,-0.136964167902,-0.489679630929
1525775064,2.12428142497,-0.140848123593,-0.492013174017
1525775064,2.1229161892,-0.140407424262,-0.491951523494
1525775064,2.12337613874,-0.137710645229,-0.492358263465
1525775064,2.12430168131,-0.134988168685,-0.488150136982
1525775064,2.1239645244,-0.135953929201,-0.48876219629
1525775064,2.12442837685,-0.130621453742,-0.487443747066
1525775064,2.12546793481,-0.131235143161,-0.486101740387
1525775064,2.1275721819,-0.132293729181,-0.487422304757
1525775065,2.13043325104,-0.129872026778,-0.489040509846
1525775065,2.13596864418,-0.126958928137,-0.488100588772
1525775065,2.14683655155,-0.125526995822,-0.490087963898
1525775065,2.16848009997,-0.119193679626,-0.485461456485
1525775065,2.20375496479,-0.107096656744,-0.483578712522
1525775065,2.25187991922,-0.0896382127588,-0.478526521131
1525775065,2.33454387623,-0.0673118135359,-0.484918090642
1525775065,2.40303645932,-0.0417939380471,-0.484636268255
1525775065,2.46914334703,-0.0176672475451,-0.473001837007
1525775065,2.52146262253,0.00898905158332,-0.462798385388
1525775066,2.55580435718,0.0311502514124,-0.457576526669
1525775066,2.59614879453,0.0457621072933,-0.455235549374
1525775066,2.61166333517,0.0779676238763,-0.452377818277
1525775066,2.61624885487,0.123389111362,-0.45423470768
1525775066,2.63561346939,0.157889655515,-0.455554297853
1525775066,2.65214265218,0.19128891667,-0.453211768237
1525775066,2.66745651867,0.22007438857,-0.451203889918
1525775066,2.68247064118,0.231216075801,-0.450309688476
1525775066,2.68795183598,0.234051667223,-0.449209183707
1525775066,2.70336760454,0.2438282894,-0.440229778663
1525775067,2.70864496779,0.239834213937,-0.438915222852
