rosbagTimestamp,left_elbow_x,left_elbow_y,left_elbow_z
1525775061,2.69271941881,0.187795382855,-0.49418588579
1525775061,2.69490752174,0.207955241967,-0.50927784329
1525775061,2.69651118785,0.213332567194,-0.529399370177
1525775061,2.68191857708,0.238695962689,-0.526213891771
1525775061,2.67321982408,0.249972526806,-0.521072502397
1525775061,2.66141042938,0.266416392119,-0.523285044468
1525775061,2.64366356301,0.280565344265,-0.520078131136
1525775062,2.63356097619,0.29197112991,-0.521675750277
1525775062,2.61319909486,0.304746567812,-0.526573441597
1525775062,2.60354014076,0.30844932164,-0.527922649282
1525775062,2.58666821499,0.325925181297,-0.537561137113
1525775062,2.58593583632,0.312136116106,-0.539588966454
1525775062,2.56896718498,0.287298712468,-0.537565832835
1525775062,2.56048469648,0.24704906278,-0.529488531169
1525775062,2.54991329145,0.197573849998,-0.544068753568
1525775062,2.52579313784,0.198020264086,-0.553538818778
1525775062,2.51086189634,0.239881537365,-0.535948798113
1525775063,2.53945851357,0.300742360181,-0.492092000078
1525775063,2.49142683406,0.262783779209,-0.514052242349
1525775063,2.42013142275,0.219418496574,-0.557730569333
1525775063,2.34406689582,0.214846973887,-0.582395451066
1525775063,2.25996150991,0.191745758579,-0.516476990273
1525775063,2.21808867537,0.166425154942,-0.483990264199
1525775063,2.19040289468,0.154499210961,-0.493105641019
1525775063,2.1443084828,0.128630068869,-0.499769961451
1525775063,2.11920742758,0.118785295881,-0.504444094103
1525775063,2.09730753077,0.114794553817,-0.506925916736
1525775064,2.08403727919,0.111729037238,-0.506701411205
1525775064,2.07547893108,0.110113840091,-0.507907403938
1525775064,2.07158244725,0.107498339634,-0.510376109108
1525775064,2.07235808548,0.109333997695,-0.507596326801
1525775064,2.07080338651,0.108848648051,-0.511202888473
1525775064,2.06782048319,0.105163097849,-0.513028713698
1525775064,2.06521574635,0.105529543359,-0.512800920927
1525775064,2.06468669588,0.107270752353,-0.510443008827
1525775064,2.06512321033,0.107696405507,-0.512465837579
1525775064,2.06824919043,0.10749529852,-0.511701963563
1525775065,2.07401993548,0.108948490494,-0.512127796528
1525775065,2.07813005401,0.107849643897,-0.510202762797
1525775065,2.08544157595,0.108555115089,-0.509906311383
1525775065,2.09519377006,0.111809545442,-0.507510778357
1525775065,2.11460319877,0.112809952431,-0.505181198773
1525775065,2.13822505419,0.117945842421,-0.492082011859
1525775065,2.19776456151,0.134606400478,-0.487254471771
1525775065,2.26584333913,0.152312766268,-0.491273703772
1525775065,2.32913166952,0.167993357626,-0.475508006067
1525775065,2.37881498101,0.194537241295,-0.459342691738
1525775066,2.41583665048,0.224670418665,-0.445285241057
1525775066,2.43841084898,0.24051191699,-0.434954757571
1525775066,2.44911801532,0.271510918722,-0.43364418899
1525775066,2.46235247323,0.298119426808,-0.450930492487
1525775066,2.48193193243,0.334810935495,-0.449804282668
1525775066,2.49987588301,0.360449154483,-0.462613308541
1525775066,2.51327765475,0.382637619238,-0.463218612896
1525775066,2.52315650276,0.399356710701,-0.462354788099
1525775066,2.52623338956,0.404293062335,-0.462182375085
1525775066,2.54220970506,0.426864074389,-0.440388396904
1525775067,2.54484960433,0.427778360209,-0.437652475205
