rosbagTimestamp,left_foot_x,left_foot_y,left_foot_z
1525775061,2.73399937787,0.240670961732,-1.45741092146
1525775061,2.73502008629,0.251309133816,-1.45862515861
1525775061,2.72489066814,0.247747908864,-1.46861584406
1525775061,2.72631607165,0.285162419105,-1.46757214812
1525775061,2.72531800488,0.291201630527,-1.46695019621
1525775061,2.70764995158,0.317132840043,-1.4640344819
1525775061,2.70280963826,0.315987894285,-1.46008573365
1525775062,2.69441413282,0.307415353681,-1.46801368133
1525775062,2.66468904819,0.312595542346,-1.45928639929
1525775062,2.66435361461,0.304947378272,-1.46267738927
1525775062,2.6594236474,0.311501345759,-1.46580676569
1525775062,2.65377256668,0.298407941212,-1.46737583673
1525775062,2.67882607747,0.294196363317,-1.45961311138
1525775062,2.67242375489,0.28383128853,-1.46421452829
1525775062,2.62416461788,0.232207591367,-1.47763366255
1525775062,2.48359761245,0.0885985621561,-1.4520357341
1525775062,2.28611570323,-0.00367103072874,-1.40473886613
1525775063,2.16245161888,-0.026822157885,-1.36737207888
1525775063,2.08953273596,-0.0441160048327,-1.36768125928
1525775063,1.9091685682,0.00475113050458,-1.29429656356
1525775063,1.99216073229,0.0921520777474,-1.41266576489
1525775063,2.05644348168,0.234024811431,-1.4607836768
1525775063,1.86595473229,0.385001238803,-1.30432423686
1525775063,1.91131696562,0.267639650056,-1.40787848063
1525775063,1.76403344559,0.201242990888,-1.36115394061
1525775063,1.5785823622,0.164965911983,-1.24041009534
1525775063,1.74898598623,0.0814204868848,-1.40743489119
1525775064,1.87730880305,0.0366482722359,-1.46831207153
1525775064,1.96001140605,0.0152431232911,-1.49889733625
1525775064,2.01304864382,-0.00150293585965,-1.51392328791
1525775064,2.04784833057,-0.00887933581957,-1.52017427022
1525775064,2.07325372006,-0.010378034195,-1.52331034987
1525775064,2.09403717876,-0.0105317607248,-1.52035168598
1525775064,2.1031726835,-0.0143092168304,-1.52230655352
1525775064,2.11530304311,-0.00963098681015,-1.52075557269
1525775064,2.12084382487,-0.0115153496593,-1.51984214089
1525775064,2.12668611165,-0.0136006820507,-1.5214854729
1525775065,2.13228717175,-0.0110931617821,-1.52282094269
1525775065,2.13625957651,-0.0079421395383,-1.52167166529
1525775065,1.54775315237,-0.157778952237,-1.16060627116
1525775065,1.72591229372,-0.105080208222,-1.3842059246
1525775065,1.88444042237,-0.0575601061099,-1.45533077448
1525775065,1.79562442065,-0.10259753028,-1.39023828516
1525775065,1.71313518261,0.055974504825,-1.2927460388
1525775065,1.96752188537,0.0963690435183,-1.42287075251
1525775065,2.03579957835,0.0440570727888,-1.41333889882
1525775065,2.20844841659,0.10141315664,-1.44628081717
1525775066,2.0853595528,0.104715019268,-1.37558847051
1525775066,2.25252131929,0.206509387866,-1.43360776129
1525775066,2.29381966675,0.272091372449,-1.43241992471
1525775066,2.51526413367,0.258441978341,-1.47687459554
1525775066,2.55438072204,0.284418837112,-1.48107627731
1525775066,2.58195423306,0.277467461344,-1.48130635906
1525775066,2.58895802865,0.307601581309,-1.48129722951
1525775066,2.60288764858,0.32320893228,-1.48408548869
1525775066,2.61537786177,0.329948693736,-1.4831145873
1525775066,2.60643015726,0.330541312236,-1.46907207397
1525775067,2.58983865322,0.320499686351,-1.46585777962
