rosbagTimestamp,right_elbow_x,right_elbow_y,right_elbow_z
1525775020,2.95412516167,0.0152233383285,-0.538961839881
1525775020,2.96742476797,0.0059186329234,-0.535809606018
1525775020,2.97009353521,-0.00885089043112,-0.532593368262
1525775020,2.98293338489,-0.0164609611801,-0.538589570211
1525775020,2.98227251581,-0.0236368078001,-0.540430754307
1525775020,2.98062804412,-0.0368285176371,-0.537409263891
1525775020,2.98755853243,-0.050828896538,-0.532790392863
1525775020,3.0068862129,-0.0633824372989,-0.533433408194
1525775020,2.99607180478,-0.0780768472923,-0.535875629212
1525775020,2.98789730103,-0.0956484639279,-0.537984974185
1525775021,3.0055057432,-0.110761573687,-0.54119225322
1525775021,3.01567818741,-0.130253189764,-0.538650420468
1525775021,2.99811355233,-0.153589695323,-0.545058131828
1525775021,2.99774398808,-0.164811681544,-0.538678491799
1525775021,2.95883977123,-0.187588634139,-0.539669803973
1525775021,2.90256053726,-0.209059147261,-0.544012858967
1525775021,2.85192042821,-0.231649573751,-0.559072731549
1525775021,2.7764397632,-0.25060054986,-0.564986883003
1525775021,2.68979063617,-0.269494087134,-0.572203117458
1525775021,2.66532068163,-0.276196752701,-0.574504907457
1525775022,2.54129325011,-0.303302982205,-0.559040950902
1525775022,2.52563800112,-0.306831909339,-0.55591308578
1525775022,2.4531048966,-0.324784965075,-0.547023537124
1525775022,2.42158466965,-0.332629258101,-0.544870467242
1525775022,2.39892526637,-0.339520210475,-0.546167259009
1525775022,2.37601466444,-0.350873718702,-0.545922912158
1525775022,2.36402300323,-0.360865461969,-0.545564957954
1525775022,2.35024932159,-0.364313266469,-0.549012722302
1525775022,2.34108673846,-0.365135962478,-0.545880425462
1525775022,2.33438333795,-0.366061737834,-0.555346282187
1525775023,2.33305446395,-0.365541540078,-0.559340478966
1525775023,2.32761697326,-0.364211878655,-0.555477421884
1525775023,2.3331061949,-0.364113317232,-0.565226099273
1525775023,2.33132204816,-0.365391949274,-0.55753468647
1525775023,2.33074786974,-0.367031019986,-0.548194840611
1525775023,2.32726686705,-0.362223903866,-0.555816531926
1525775023,2.32485036088,-0.364116643456,-0.55832470176
1525775023,2.32164867149,-0.362105607853,-0.564274519102
1525775023,2.32117819366,-0.360778308556,-0.568075908975
1525775023,2.32502612345,-0.362991703845,-0.562287593031
1525775024,2.32507594671,-0.36316864458,-0.557407588331
1525775024,2.32586965046,-0.365057191469,-0.558593382262
1525775024,2.3288860098,-0.362198568329,-0.555212411897
1525775024,2.33207352055,-0.361578347881,-0.551665243429
1525775024,2.3292268275,-0.361339436218,-0.555066172914
1525775024,2.32945825181,-0.361089313298,-0.560532726499
1525775024,2.32752539743,-0.364697810388,-0.562248844887
1525775024,2.3281875107,-0.363357292819,-0.559848944976
1525775024,2.32858422469,-0.362062522074,-0.562509407859
1525775024,2.3285783678,-0.359361350221,-0.559131234009
1525775025,2.32701099886,-0.361016049582,-0.557009035869
1525775025,2.32832080909,-0.361818870698,-0.558962531891
1525775025,2.32832080909,-0.361818870698,-0.558962531891
1525775025,2.32570047113,-0.360214266065,-0.550995969532
1525775025,2.3237246182,-0.363487954964,-0.56049046911
