rosbagTimestamp,right_hip_x,right_hip_y,right_hip_z
1525775020,2.86729453728,0.0980763814658,-0.671290622499
1525775020,2.86023526955,0.0905367513486,-0.662920479381
1525775020,2.86324362611,0.079215389413,-0.659055439162
1525775020,2.87921358669,0.0761812302394,-0.664845536885
1525775020,2.88074093448,0.0738180614112,-0.666109458511
1525775020,2.88382033899,0.0593695253591,-0.66454812949
1525775020,2.89884678347,0.0397973225586,-0.663078213982
1525775020,2.92011345263,0.0184881298165,-0.66598338243
1525775020,2.91178094968,0.0129718352477,-0.666986647722
1525775020,2.89873508992,0.00319325720665,-0.666235134958
1525775021,2.90299467468,-0.0147597167254,-0.666962201385
1525775021,2.91698914146,-0.0358930557476,-0.665768160992
1525775021,2.91116958746,-0.0497777893434,-0.672552075163
1525775021,2.93840966775,-0.0765163291167,-0.67477446526
1525775021,2.91107622688,-0.0925305362686,-0.675755199819
1525775021,2.87347689791,-0.107854038637,-0.681203914248
1525775021,2.82477041134,-0.139652374284,-0.697649353015
1525775021,2.76129413852,-0.158953907494,-0.704551890849
1525775021,2.67221851962,-0.184982875435,-0.712969776547
1525775021,2.64431058953,-0.195652350505,-0.715770699425
1525775022,2.53863205199,-0.228690961951,-0.701605028043
1525775022,2.52165258175,-0.231706862943,-0.698643661963
1525775022,2.47403230953,-0.246289496358,-0.688967156477
1525775022,2.44247448643,-0.254820953829,-0.687091735383
1525775022,2.42745032938,-0.258377222395,-0.687145696309
1525775022,2.40558365123,-0.262483290264,-0.685514573508
1525775022,2.39013397928,-0.271793283538,-0.685272817539
1525775022,2.38847795009,-0.265823563058,-0.685656112238
1525775022,2.39237519665,-0.270169282385,-0.681898191983
1525775022,2.37486025629,-0.266847508342,-0.691585322471
1525775023,2.37172645285,-0.267327439287,-0.69597795012
1525775023,2.37079337405,-0.271429127285,-0.6928208422
1525775023,2.37286730995,-0.271014629921,-0.702945422572
1525775023,2.37504848981,-0.269885563071,-0.694325008221
1525775023,2.37930243742,-0.271196521566,-0.684374462323
1525775023,2.37048792299,-0.261572072743,-0.691439981704
1525775023,2.36662585265,-0.260789158462,-0.693323268299
1525775023,2.35530255253,-0.249317459332,-0.697624984519
1525775023,2.35608306929,-0.25456866191,-0.703097094319
1525775023,2.36376256103,-0.263210830357,-0.698568619109
1525775024,2.36922083321,-0.263259760502,-0.69311197412
1525775024,2.37351064321,-0.269086618524,-0.69483397474
1525775024,2.37631753667,-0.268666533751,-0.692045593937
1525775024,2.38034293836,-0.270948928633,-0.691316421711
1525775024,2.37427382757,-0.26627777783,-0.69181511768
1525775024,2.37557555994,-0.264298341897,-0.696762632227
1525775024,2.37200109083,-0.263430831833,-0.697588607867
1525775024,2.37219860626,-0.262794142875,-0.695408737987
1525775024,2.37426915773,-0.264609290299,-0.698631768054
1525775024,2.37678405982,-0.264019773004,-0.695452822213
1525775025,2.3725843554,-0.262053754495,-0.692775682764
1525775025,2.3741209779,-0.264837745433,-0.695178520439
1525775025,2.3741209779,-0.264837745433,-0.695178520439
1525775025,2.37628506505,-0.262944304867,-0.686574036201
1525775025,2.3696136362,-0.259997674099,-0.695095435035
1525775025,2.36438903024,-0.257647900809,-0.691817278637
1525775025,2.35963996377,-0.257685210734,-0.703570740197
1525775025,2.35108501489,-0.256177368623,-0.706754729769
1525775025,2.35264774839,-0.251220850431,-0.70469461588
1525775025,2.35640313387,-0.257064464567,-0.706623035436
1525775026,2.35772077152,-0.257619055674,-0.704264458733
1525775026,2.35813215981,-0.25523880514,-0.698798090615
1525775026,2.35695808483,-0.253636148319,-0.697935293334
1525775026,2.35539676646,-0.248875945925,-0.703812362794
1525775026,2.34094676734,-0.236854758768,-0.704842644189
1525775026,2.34813091338,-0.242173824176,-0.692736286301
1525775026,2.3506333239,-0.237334322186,-0.696306852133
1525775026,2.3489907634,-0.239482964084,-0.693656821686
1525775026,2.33610353709,-0.232417749581,-0.691840307063
1525775026,2.33853443888,-0.233446671315,-0.694613570387
1525775027,2.35232304266,-0.242328288758,-0.695449314395
1525775027,2.35707890386,-0.243568459887,-0.696190786942
1525775027,2.33268312515,-0.232228156432,-0.692136315007
1525775027,2.34327688615,-0.235523039393,-0.692434632729
1525775027,2.37557267763,-0.261147676624,-0.680714658584
1525775027,2.37694399693,-0.260843899614,-0.68547186577
1525775027,2.38271233147,-0.260643896736,-0.678738122309
1525775027,2.38390735573,-0.25711285597,-0.687212980215
1525775027,2.38864781611,-0.255691787532,-0.690730575752
1525775028,2.38910217439,-0.260945570043,-0.692560411406
1525775028,2.38900916218,-0.264889357005,-0.69504130706
1525775028,2.38840614499,-0.264862320646,-0.692249923009
1525775028,2.3904571691,-0.265435738405,-0.693172843141
1525775028,2.39100089902,-0.270910803547,-0.690820916427
1525775028,2.38843523244,-0.265829849836,-0.683766097432
1525775028,2.39021427733,-0.267517099161,-0.687591055139
1525775028,2.39369276958,-0.265864681598,-0.692302127487
1525775028,2.39476576019,-0.269502952804,-0.697964179768
1525775028,2.39527748487,-0.267357443111,-0.694204721198
1525775029,2.39486633659,-0.263591941692,-0.694649543907
1525775029,2.38681434684,-0.265526266923,-0.69326267351
1525775029,2.38323599604,-0.265991642616,-0.688735194545
1525775029,2.38724793814,-0.26040907783,-0.688812846001
1525775029,2.38654334209,-0.260846244725,-0.690937233061
1525775029,2.39138980054,-0.262493230097,-0.68635021473
1525775029,2.3849718141,-0.260760740244,-0.689433137933
1525775029,2.38127039271,-0.260510021418,-0.690646259103
1525775029,2.37976307243,-0.259830095314,-0.688895032863
1525775029,2.38388318179,-0.258768739848,-0.689964322899
1525775030,2.38560598682,-0.241875789183,-0.699030979618
1525775030,2.41266700316,-0.238928668298,-0.701207592691
1525775030,2.45680226948,-0.240817086503,-0.69971605559
1525775030,2.49719843394,-0.225395658212,-0.704924028681
1525775030,2.55720616343,-0.206047583177,-0.708173821856
1525775030,2.62288799397,-0.190573709102,-0.7074636139
1525775030,2.68068874264,-0.168693980186,-0.694452839886
1525775030,2.71345851999,-0.157383679152,-0.682610369924
1525775030,2.77090455921,-0.137210265626,-0.663990158572
