rosbagTimestamp,neck_x,neck_y,neck_z
1525775020,2.87032088884,0.1367456507,-0.238083693916
1525775020,2.88583217995,0.127971903965,-0.230348963904
1525775020,2.89159835464,0.115077348119,-0.226524217018
1525775020,2.89880394678,0.103391522536,-0.231204922807
1525775020,2.89675026396,0.0949535572286,-0.2319879658
1525775020,2.89978838964,0.0854293832075,-0.230693604401
1525775020,2.90398400697,0.0703135920392,-0.229286957825
1525775020,2.91604509416,0.0529564052018,-0.232478622001
1525775020,2.91070602121,0.0419521398322,-0.233033762911
1525775020,2.90723220318,0.0269062248198,-0.232039456938
1525775021,2.91920761381,0.00730444881576,-0.232900706981
1525775021,2.92383172916,-0.016182140797,-0.231364072355
1525775021,2.91665402765,-0.0318158894675,-0.238050584685
1525775021,2.9016455415,-0.051933307573,-0.242168205337
1525775021,2.87336458477,-0.0664443405625,-0.243305613662
1525775021,2.8242244786,-0.0826916447826,-0.251236219293
1525775021,2.77536952087,-0.104093931476,-0.266447145185
1525775021,2.70022624636,-0.122481979099,-0.275022369657
1525775021,2.60953976942,-0.143689999587,-0.283571963304
1525775021,2.58155883565,-0.152683403758,-0.286233664724
1525775022,2.44024993357,-0.193119942713,-0.277678061438
1525775022,2.42020846568,-0.20082930588,-0.275583078154
1525775022,2.33538045412,-0.232795529336,-0.276667513877
1525775022,2.29889833169,-0.247439370618,-0.276253500476
1525775022,2.27329484548,-0.258984722233,-0.279790759945
1525775022,2.25211446287,-0.267541196518,-0.278190462418
1525775022,2.24233324565,-0.274129031518,-0.275852139136
1525775022,2.23089353425,-0.274415481009,-0.279987900338
1525775022,2.22218967468,-0.275174607219,-0.28133183199
1525775022,2.2164232962,-0.274361518048,-0.286251549579
1525775023,2.21258002768,-0.277243398621,-0.290986032532
1525775023,2.2074694321,-0.275801126133,-0.289510122646
1525775023,2.21219767352,-0.276570487427,-0.298463997436
1525775023,2.21086811272,-0.277278317018,-0.291264590697
1525775023,2.21257736916,-0.275933279001,-0.282317880667
1525775023,2.20714179195,-0.273509989641,-0.288152089216
1525775023,2.20646527457,-0.272888989929,-0.288540819642
1525775023,2.20342839393,-0.270404412461,-0.290249914932
1525775023,2.20355165771,-0.26838674233,-0.295646033549
1525775023,2.20612223929,-0.272473433328,-0.292943467307
1525775024,2.20653143109,-0.272309003114,-0.289482104064
1525775024,2.20888567033,-0.272340763265,-0.291911861247
1525775024,2.20935345288,-0.273000093822,-0.29008959734
1525775024,2.21065302895,-0.275171964048,-0.28803457892
1525775024,2.20756317813,-0.275038186336,-0.28982616303
1525775024,2.20805900585,-0.27438892304,-0.295138023982
1525775024,2.20726580046,-0.276184885426,-0.29489052351
1525775024,2.20715008443,-0.275951609484,-0.292852376112
1525775024,2.20761539794,-0.274703774523,-0.296648337294
1525775024,2.20765763273,-0.272101479446,-0.294464530076
1525775025,2.2066781573,-0.272709728893,-0.290510791127
1525775025,2.20825798449,-0.27318326435,-0.292833428766
1525775025,2.20825798449,-0.27318326435,-0.292833428766
1525775025,2.20602094156,-0.271229323592,-0.286084946427
1525775025,2.20550627429,-0.272171036909,-0.292151289752
1525775025,2.20239153899,-0.271000790781,-0.288044985586
1525775025,2.2019129861,-0.270911986387,-0.298100739444
1525775025,2.19925600106,-0.271204018851,-0.299103811959
1525775025,2.20189931064,-0.268580870714,-0.296745148573
1525775025,2.20203577892,-0.269973234715,-0.299859345852
1525775026,2.20271474779,-0.271645900678,-0.297778842975
1525775026,2.20385000948,-0.267987998559,-0.292000160621
1525775026,2.20388419862,-0.269373465962,-0.290812325053
1525775026,2.20118983319,-0.26776623709,-0.29723452585
1525775026,2.19728699375,-0.263377365928,-0.294864333291
1525775026,2.19336246615,-0.264014129611,-0.286529296903
1525775026,2.19940786457,-0.263286751448,-0.28899843532
1525775026,2.19805411122,-0.262077863598,-0.28604237566
1525775026,2.19021964351,-0.260077648235,-0.282695667195
1525775026,2.19047012088,-0.2606284896,-0.286216664209
1525775027,2.19440565659,-0.261698329881,-0.290325870559
1525775027,2.1969920735,-0.26077052497,-0.291813428888
1525775027,2.18911832466,-0.259439163511,-0.282190200503
1525775027,2.19276601933,-0.259190248745,-0.284774961216
1525775027,2.20000921127,-0.264350012178,-0.282345971708
1525775027,2.20085440509,-0.263073031535,-0.286792385946
1525775027,2.20192570904,-0.262877470959,-0.282542878162
1525775027,2.20309828875,-0.263728876564,-0.290940648583
1525775027,2.20390491684,-0.266098380437,-0.296721901546
1525775028,2.20441175414,-0.268247334874,-0.298500498378
1525775028,2.20412780904,-0.268171621806,-0.301024545187
1525775028,2.20446083061,-0.268694722389,-0.297803385521
1525775028,2.20414929931,-0.268580160545,-0.299829873635
1525775028,2.20547573049,-0.269980698886,-0.29709962338
1525775028,2.20099186801,-0.270485170922,-0.291007016578
1525775028,2.20298796099,-0.27395165529,-0.294681431869
1525775028,2.2052479544,-0.274895921891,-0.300079145248
1525775028,2.20511316359,-0.274206011497,-0.306246075906
1525775028,2.20497084791,-0.275817340145,-0.302873242131
1525775029,2.2054830501,-0.274555650031,-0.302931135858
1525775029,2.20473209419,-0.275340839557,-0.298092449017
1525775029,2.20969672868,-0.27648712259,-0.289744505828
1525775029,2.2099613644,-0.27490002445,-0.291618530237
1525775029,2.20855071657,-0.276465947601,-0.294083368806
1525775029,2.20756854474,-0.27611878324,-0.292129019495
1525775029,2.20735979537,-0.273874429758,-0.292371541921
1525775029,2.20850360195,-0.275063878682,-0.291450922344
1525775029,2.2087670365,-0.274401646269,-0.288933131563
1525775029,2.2132767892,-0.271728961247,-0.289778240902
1525775030,2.22945179202,-0.262850239723,-0.293426157982
1525775030,2.26579087222,-0.252734536174,-0.291782645223
1525775030,2.314124323,-0.237237624016,-0.288624406014
1525775030,2.3838498327,-0.213132158549,-0.285274198263
