rosbagTimestamp,right_foot_x,right_foot_y,right_foot_z
1525775020,2.88729338451,0.0484372108457,-1.50001939469
1525775020,2.89176139831,0.0569548320856,-1.49253027536
1525775020,2.90986818262,0.0362311284538,-1.48742768074
1525775020,2.92896667755,0.00849364596347,-1.48623988468
1525775020,2.91697333484,-0.0111473740428,-1.4880491668
1525775020,2.95179728661,-0.00334089541924,-1.48646164823
1525775020,2.92359958387,-0.0209088090539,-1.49009972825
1525775020,2.93179788835,0.0207635385653,-1.49793423102
1525775020,2.91199546639,0.00116892999919,-1.49894038387
1525775020,2.91829118797,-0.0155100954136,-1.49730393238
1525775021,2.92778077987,-0.0402790558416,-1.49758582759
1525775021,2.93356307874,-0.0592958192702,-1.49691568281
1525775021,2.9403486363,-0.0423008373751,-1.50359930149
1525775021,2.91658215605,-0.0780571350016,-1.50632785189
1525775021,2.53816219702,0.0733504410497,-1.36503324898
1525775021,2.73761435784,-0.0655883557415,-1.50060234098
1525775021,2.76611740282,-0.122618272712,-1.52624502381
1525775021,2.75095296366,-0.163306667648,-1.53654489486
1525775021,2.70937705019,-0.237414684745,-1.54030572847
1525775021,2.7210307918,-0.278568282686,-1.53322947733
1525775022,2.55252443706,-0.274439903841,-1.53102756443
1525775022,2.54001765631,-0.285390999586,-1.52695464251
1525775022,2.31587287513,-0.433844734294,-1.47758992758
1525775022,2.31048700363,-0.467123806812,-1.47960724178
1525775022,2.38172268148,-0.325496683575,-1.51501216653
1525775022,2.30827267852,-0.24155783594,-1.5116357981
1525775022,2.33103123864,-0.24889788601,-1.51483851842
1525775022,2.2847584602,-0.291342254588,-1.51078976446
1525775022,2.32458702489,-0.278295538465,-1.51097228381
1525775022,2.10225819953,-0.0978203800869,-1.32176822008
1525775023,2.16866421915,-0.137142760371,-1.49027420131
1525775023,1.80406153406,0.075203495585,-1.18475174388
1525775023,1.78887830444,0.0956824284615,-1.16483994495
1525775023,1.79624929491,0.0776377625434,-1.17776965952
1525775023,1.80790639998,0.083822513004,-1.17142619648
1525775023,1.7955766417,0.0937591284809,-1.17411304084
1525775023,2.22880119188,-0.156498816941,-1.50695276693
1525775023,2.27908837969,-0.194676229272,-1.52377765868
1525775023,2.29770121774,-0.212072706314,-1.52889979736
1525775023,2.27587023694,-0.356891847784,-1.52067413123
1525775024,2.30490865154,-0.313741503082,-1.52097904746
1525775024,2.3291724956,-0.29816878212,-1.52499500573
1525775024,2.34184214881,-0.289451572496,-1.52295318215
1525775024,2.35342856316,-0.286056052642,-1.52267026573
1525775024,2.25930957296,-0.253608858077,-1.51573730282
1525775024,2.30361639858,-0.247072791398,-1.52530399389
1525775024,2.32589520345,-0.248776338103,-1.52801952983
1525775024,2.22069899943,-0.25730470913,-1.51339487584
1525775024,2.21667747422,-0.249061086817,-1.51627022728
