rosbagTimestamp,right_knee_x,right_knee_y,right_knee_z
1525775020,2.88729488281,0.0484372108512,-1.09211839372
1525775020,2.89176289661,0.0569548320911,-1.08462927439
1525775020,2.90986968093,0.0362311284593,-1.07952667977
1525775020,2.92896817585,0.00849364596897,-1.07833888371
1525775020,2.91697483315,-0.0111473740373,-1.08014816583
1525775020,2.95179878491,-0.00334089541374,-1.07856064726
1525775020,2.92360108217,-0.0209088090484,-1.08219872727
1525775020,2.93179938665,0.0207635385708,-1.09003323005
1525775020,2.9119969647,0.0011689300047,-1.09103938289
1525775020,2.91829268627,-0.0155100954081,-1.08940293141
1525775021,2.92778227817,-0.0402790558361,-1.08968482662
1525775021,2.93356457705,-0.0592958192647,-1.08901468184
1525775021,2.9403501346,-0.0423008373696,-1.09569830052
1525775021,2.91658365436,-0.0780571349961,-1.09842685091
1525775021,2.71460099214,-0.00711258730758,-1.0264478375
1525775021,2.79098922016,-0.0896879903123,-1.09692724407
1525775021,2.77256886277,-0.125530518607,-1.11840544789
1525775021,2.75241857555,-0.163922705355,-1.12864695102
1525775021,2.70842932879,-0.237156799432,-1.13240594471
1525775021,2.71922637581,-0.276918112312,-1.12533579394
1525775022,2.55246953869,-0.274388329336,-1.12312656325
1525775022,2.53999107835,-0.28536521233,-1.11905364144
1525775022,2.39174116441,-0.346621433152,-1.09041381466
1525775022,2.37497926173,-0.363643223238,-1.09104473453
1525775022,2.39755343172,-0.301012647154,-1.10815455866
1525775022,2.35890652402,-0.251077333789,-1.10700158467
1525775022,2.3674270613,-0.260840119875,-1.10874001929
1525775022,2.34084435636,-0.275175483632,-1.10708660133
1525775022,2.36716758971,-0.271046724832,-1.10536465213
1525775022,2.24034267538,-0.19219707777,-1.01648448657
1525775023,2.29109120246,-0.216381812625,-1.10933324475
1525775023,2.09236623165,-0.10342300889,-0.961839716945
1525775023,2.08532543433,-0.0928616181267,-0.958311736982
1525775023,2.09061745213,-0.10116991778,-0.959649036694
1525775023,2.09846586306,-0.0989412665145,-0.951360613374
1525775023,2.08792332755,-0.0890146237208,-0.956416849063
1525775023,2.30787753877,-0.205824423695,-1.10984172927
1525775023,2.33247595951,-0.225258445889,-1.12054360185
1525775023,2.34134683673,-0.236295568456,-1.12406450845
1525775023,2.32014301731,-0.307273460063,-1.11823020205
1525775024,2.34218614273,-0.281310122258,-1.11608172345
1525775024,2.35869930045,-0.276904025225,-1.11872021184
1525775024,2.36663777331,-0.273303318575,-1.11612685721
1525775024,2.37404842174,-0.273715583834,-1.11547771451
1525775024,2.32234280753,-0.25798264998,-1.11275975115
1525775024,2.34962670755,-0.25565053377,-1.12009700957
1525775024,2.35907690567,-0.257888215732,-1.12157250815
1525775024,2.30348415677,-0.256981071303,-1.11398319262
1525775024,2.29716822424,-0.255473144673,-1.11644105516
1525775024,2.28490165904,-0.258494597812,-1.10956283628
1525775025,2.30441312365,-0.257666645283,-1.11145634056
1525775025,2.3305578748,-0.256684737724,-1.11707411238
1525775025,2.3305578748,-0.256684737724,-1.11707411238
1525775025,2.3675037099,-0.259640382044,-1.1106872852
1525775025,2.36519166097,-0.258106729648,-1.1192851771
1525775025,2.36216383532,-0.256586690721,-1.11602710933
1525775025,2.31862352938,-0.260162137519,-1.12579294061
1525775025,2.32978486345,-0.253120806238,-1.13042554997
1525775025,2.34816019642,-0.275094615695,-1.12821553446
1525775025,2.35917303622,-0.313300141649,-1.12708703487
1525775026,2.35169784021,-0.2868680402,-1.12742904843
1525775026,2.35310209174,-0.269827385628,-1.12273435144
1525775026,2.33877290005,-0.244215637114,-1.12165763865
1525775026,2.34808444456,-0.256197094,-1.12790315625
1525775026,2.3365990294,-0.240004555012,-1.12902567266
1525775026,2.3457721827,-0.243605183548,-1.11694440752
1525775026,2.3493881158,-0.238006644265,-1.12052156924
1525775026,2.34846210644,-0.239724939903,-1.11787337248
1525775026,2.36292426613,-0.298707201844,-1.10998670685
1525775026,2.35068808375,-0.278219179163,-1.11628622245
1525775027,2.40443951387,-0.325583147983,-1.10663688376
1525775027,2.3760294539,-0.295482910542,-1.11679254112
1525775027,2.37368799625,-0.313746346877,-1.10916972979
1525775027,2.38501718536,-0.331863645351,-1.10345321867
1525775027,2.3393107057,-0.284803510505,-1.1056211416
1525775027,2.40559980576,-0.294695753584,-1.10528886556
1525775027,2.39966498549,-0.289459782952,-1.10163564552
1525775027,2.39135315571,-0.281548283942,-1.11066015112
1525775027,2.39186871736,-0.268388797185,-1.11474535809
1525775028,2.39059403345,-0.265727211291,-1.11908251161
1525775028,2.34161744261,-0.255426625201,-1.11649663835
1525775028,2.36471754848,-0.256896526312,-1.11573012164
1525775028,2.37858889445,-0.260561178728,-1.11719574877
1525775028,2.38350445565,-0.267540256132,-1.11495834007
1525775028,2.38546394182,-0.264231227938,-1.1079696998
1525775028,2.37423735889,-0.262173346812,-1.11147344274
1525775028,2.3856684948,-0.262654994276,-1.11643112633
1525775028,2.39075467362,-0.267613715828,-1.12215795166
1525775028,2.39328129374,-0.266266508061,-1.11841565137
1525775029,2.39387673898,-0.262972713149,-1.11886499438
1525775029,2.38632597092,-0.265178642984,-1.11747922445
1525775029,2.33770039885,-0.234188694032,-1.10930045697
1525775029,2.36650607534,-0.240318028531,-1.11204592411
1525775029,2.37675829654,-0.249682859036,-1.11489447251
1525775029,2.32324144168,-0.236549571728,-1.10425316265
1525775029,2.33363435996,-0.268888217635,-1.11045388442
1525775029,2.35384792997,-0.257964559402,-1.11396836297
1525775029,2.36587844701,-0.256723578932,-1.11287343645
1525775029,2.376876001,-0.256713040489,-1.11411847197
1525775030,2.38878417793,-0.316715224531,-1.11478599618
1525775030,2.3956209191,-0.275126484819,-1.12026539141
1525775030,2.44975257448,-0.350374058199,-1.11173824649
1525775030,2.48958985211,-0.259137736331,-1.12091881275
1525775030,2.5938741998,-0.242476800295,-1.12498755518
1525775030,2.6318433631,-0.227086890318,-1.13001137629
1525775030,2.67122308926,-0.174978499818,-1.12055070551
1525775030,2.69349698767,-0.0796859985676,-1.09917334592
1525775030,2.73319253374,-0.056353867284,-1.07871902396
1525775030,2.73262388313,-0.0419853848756,-1.07717361171
1525775031,2.74555256849,-0.0282887698504,-1.07043977248
1525775031,2.74407810527,-0.00159160119393,-1.07041803855
1525775031,2.76288417824,0.022293382283,-1.06814271701
1525775031,2.77559014788,0.0461956010434,-1.06739276368
1525775031,2.79595597705,0.0759536218659,-1.07510402013
1525775031,2.81548096088,0.058237426953,-1.07063558599
1525775031,2.82933912129,0.0542099662601,-1.07299891814
1525775031,2.82933912129,0.0542099662601,-1.07299891814
