rosbagTimestamp,head_x,head_y,head_z
1525775020,2.89886104222,0.11360354362,-0.0307080663258
1525775020,2.92590161923,0.105813207154,-0.024976918703
1525775020,2.9319495361,0.0914695022576,-0.0215415008546
1525775020,2.93552135281,0.0759460855069,-0.0263478799412
1525775020,2.93108950719,0.0648569578996,-0.0267782225487
1525775020,2.9332892558,0.0561692676154,-0.0241475848767
1525775020,2.93343896514,0.0435570664746,-0.0228388696061
1525775020,2.94345415657,0.0280862170319,-0.0234135981662
1525775020,2.93758213519,0.0139233937201,-0.0242559533059
1525775020,2.93559366856,-0.00269570652536,-0.0248782146784
1525775021,2.95484959206,-0.0230151052464,-0.0277411851894
1525775021,2.95675349166,-0.0466066013965,-0.0265563929881
1525775021,2.94587169423,-0.0644124732769,-0.0338768486223
1525775021,2.91462736666,-0.0809195002753,-0.0348150273123
1525775021,2.87897191428,-0.0968844215894,-0.0330292518111
1525775021,2.82139430761,-0.112739453335,-0.0407022886076
1525775021,2.77459525151,-0.132148255609,-0.0557105395564
1525775021,2.69189801283,-0.149848846238,-0.0660746309339
1525775021,2.60144663763,-0.168599209003,-0.0737141760066
1525775021,2.57505285922,-0.176867173994,-0.0764231092081
1525775022,2.42413750527,-0.216831244573,-0.0691825341125
1525775022,2.40437362497,-0.224764224274,-0.067391781584
1525775022,2.30539815098,-0.259514938784,-0.0716660304531
1525775022,2.26928907832,-0.274744014291,-0.0710484203999
1525775022,2.23991094415,-0.289902264293,-0.0754121888305
1525775022,2.21860874819,-0.301435026867,-0.0732954418819
1525775022,2.21082460033,-0.30652212211,-0.0697170594072
1525775022,2.19285975045,-0.311427949817,-0.0762932568463
1525775022,2.1769759488,-0.310883360945,-0.0791734475253
1525775022,2.17649375813,-0.311651368087,-0.083464613967
1525775023,2.17342880981,-0.313890545605,-0.0875857422352
1525775023,2.16577426919,-0.31200602172,-0.0855928857494
1525775023,2.16947175733,-0.313345638265,-0.0928190803613
1525775023,2.16965757365,-0.314223140024,-0.0868079879042
1525775023,2.16701746218,-0.313265721743,-0.0789785714682
1525775023,2.1654976675,-0.313210673615,-0.0841733901044
1525775023,2.16540708686,-0.313153361936,-0.085332081178
1525775023,2.16450425434,-0.31585676491,-0.0881695412406
1525775023,2.16568536618,-0.309832499097,-0.0931727804424
1525775023,2.16720955681,-0.311157108977,-0.0888580277403
1525775024,2.16490048558,-0.311368238064,-0.0861285270711
1525775024,2.1654802991,-0.308592540134,-0.0889240309099
1525775024,2.16615096092,-0.308893532543,-0.0871786262688
1525775024,2.16652158212,-0.310064917901,-0.0840678793392
1525775024,2.16495590361,-0.312201886542,-0.0874779840617
1525775024,2.16575080315,-0.311782511064,-0.0931399437687
1525775024,2.1659717637,-0.315733041258,-0.093474386719
1525775024,2.16599789871,-0.315690194482,-0.0901725221909
1525775024,2.16600226423,-0.312610146859,-0.0949930330713
1525775024,2.16512994422,-0.308957348549,-0.0928519928798
1525775025,2.16514169101,-0.311412548702,-0.0876720917998
1525775025,2.16707502596,-0.310572789403,-0.0908244579102
1525775025,2.16707502596,-0.310572789403,-0.0908244579102
1525775025,2.1610464838,-0.310021847191,-0.0842030063227
1525775025,2.16400008689,-0.312578141274,-0.0895357198086
1525775025,2.16299692783,-0.311951680115,-0.0848878279402
1525775025,2.16424688825,-0.31136616527,-0.0950766753051
1525775025,2.16377496795,-0.312566392833,-0.095317823474
1525775025,2.16459577048,-0.312807600756,-0.0950821087155
1525775025,2.16531938695,-0.310199748977,-0.0969227638394
